Geneid,sorted.step1.CH8_hisat2_B20_C.bam,sorted.step1.CH36_hisat2_B20_C.bam,sorted.step1.CH64_hisat2_B20_C.bam,sorted.step1.CH5_hisat2_B20_EAB.bam,sorted.step1.CH33_hisat2_B20_EAB.bam,sorted.step1.CH125_hisat2_B20_EAB.bam
FRAEX38873_v2_000241850,375,130,504,552,186,462
FRAEX38873_v2_000241860,663,364,649,658,349,504
FRAEX38873_v2_000241870,145,211,131,311,368,86
FRAEX38873_v2_000241880,151,144,42,566,611,504
FRAEX38873_v2_000241890,3,7,28,3,44,2
FRAEX38873_v2_000241910,778,1018,683,960,782,556
FRAEX38873_v2_000241920,850,848,815,1115,1909,1346
FRAEX38873_v2_000241930,2343,2091,2316,2172,3979,2256
FRAEX38873_v2_000241940,219,815,1834,5139,4980,15242
FRAEX38873_v2_000241950,0,0,0,0,0,0
FRAEX38873_v2_000241960,953,618,605,1101,1080,641
FRAEX38873_v2_000241970,1593,1499,1112,1966,2346,1161
FRAEX38873_v2_000241980,248,220,277,262,399,427
FRAEX38873_v2_000241990,225,216,137,193,185,123
FRAEX38873_v2_000242000,77,13,49,47,9,25
FRAEX38873_v2_000242010,841,720,875,4227,4181,3827
FRAEX38873_v2_000242020,1,1,4,9,11,8
FRAEX38873_v2_000242030,608,211,610,2980,4971,4890
FRAEX38873_v2_000242040,312,316,361,524,432,370
FRAEX38873_v2_000242060,0,0,0,0,0,0
FRAEX38873_v2_000242070,70,58,61,90,120,98
FRAEX38873_v2_000242110,24,32,19,19,42,62
FRAEX38873_v2_000242120,0,0,0,0,0,0
FRAEX38873_v2_000242130,1059,928,1208,906,848,793
FRAEX38873_v2_000242140,8,7,5,14,7,0
FRAEX38873_v2_000242150,3199,2582,2997,3764,2763,2762
FRAEX38873_v2_000242340,0,0,0,0,3,0
FRAEX38873_v2_000242350,298,1208,183,423,646,356
FRAEX38873_v2_000242360,690,600,649,1209,1658,1246
FRAEX38873_v2_000242370,0,0,0,0,6,11
FRAEX38873_v2_000242380,0,0,0,0,0,0
FRAEX38873_v2_000242390,136,107,163,168,217,192
FRAEX38873_v2_000242400,525,500,573,673,690,500
FRAEX38873_v2_000242410,86,56,76,61,29,210
FRAEX38873_v2_000242420,5907,5199,8132,6346,3823,4355
FRAEX38873_v2_000242430,546,264,657,468,149,252
FRAEX38873_v2_000242440,430,289,728,831,702,924
FRAEX38873_v2_000242450,334,331,285,363,309,568
FRAEX38873_v2_000242460,5,0,0,0,5,5
FRAEX38873_v2_000242470,814,694,742,924,866,1648
FRAEX38873_v2_000242480,1,0,0,11,4,14
FRAEX38873_v2_000242500,3,0,1,1,0,0
FRAEX38873_v2_000242510,0,0,0,0,0,0
FRAEX38873_v2_000242520,1979,1382,1917,2783,3920,3991
FRAEX38873_v2_000242530,2457,3290,2144,1751,1775,1316
FRAEX38873_v2_000242570,0,0,0,0,0,0
FRAEX38873_v2_000242610,25,141,234,328,182,53
FRAEX38873_v2_000242620,70,93,66,95,139,124
FRAEX38873_v2_000242630,338,235,435,482,503,464
FRAEX38873_v2_000242640,842,1048,874,731,900,1116
FRAEX38873_v2_000242650,0,0,0,0,0,0
FRAEX38873_v2_000242660,0,0,0,0,0,0
FRAEX38873_v2_000242670,10,14,4,13,0,5
FRAEX38873_v2_000242690,0,0,0,0,0,0
FRAEX38873_v2_000242700,1063,805,1272,1077,693,877
FRAEX38873_v2_000242720,1904,1526,1353,1394,1296,1273
FRAEX38873_v2_000242730,3403,5111,5598,3978,2181,512
FRAEX38873_v2_000242740,59,23,53,72,14,21
FRAEX38873_v2_000242760,29,16,38,37,13,40
FRAEX38873_v2_000242770,0,0,0,0,0,0
FRAEX38873_v2_000242780,0,0,22,27,49,40
FRAEX38873_v2_000242790,215,186,262,273,255,216
FRAEX38873_v2_000242820,655,361,1027,1001,707,1268
FRAEX38873_v2_000242830,329,337,262,265,461,396
FRAEX38873_v2_000242840,802,6,55,0,1,1
FRAEX38873_v2_000242850,287,195,484,730,394,707
FRAEX38873_v2_000242860,0,0,0,0,0,0
FRAEX38873_v2_000242870,0,0,0,0,0,0
FRAEX38873_v2_000242880,1713,1110,1607,1118,895,2091
FRAEX38873_v2_000242890,3067,128,129,172,437,259
FRAEX38873_v2_000243100,173,279,136,646,975,972
FRAEX38873_v2_000243110,4,4,4,6,0,0
FRAEX38873_v2_000243130,273,395,334,256,203,208
FRAEX38873_v2_000243140,450,244,303,459,542,394
FRAEX38873_v2_000243150,585,1607,2332,920,302,424
FRAEX38873_v2_000243160,1,6,3,24,3,6
FRAEX38873_v2_000243170,1226,1136,1600,4134,1722,2209
FRAEX38873_v2_000243180,291,307,388,394,262,363
FRAEX38873_v2_000243190,901,445,1039,640,498,800
FRAEX38873_v2_000243230,5,0,1,0,0,0
FRAEX38873_v2_000243250,584,1183,524,755,1110,1003
FRAEX38873_v2_000243290,0,0,0,0,0,0
FRAEX38873_v2_000243300,1399,1211,1697,1971,1116,1670
FRAEX38873_v2_000243310,0,0,0,0,3,4
FRAEX38873_v2_000243320,2236,1364,1709,3098,4494,3975
FRAEX38873_v2_000243330,0,0,0,0,0,0
FRAEX38873_v2_000243340,0,0,13,12,11,83
FRAEX38873_v2_000243350,0,0,5,0,8,9
FRAEX38873_v2_000243550,5,7,2,9,947,63
FRAEX38873_v2_000243590,0,0,0,0,0,0
FRAEX38873_v2_000243610,0,0,0,0,0,0
FRAEX38873_v2_000243620,0,0,0,0,11,0
FRAEX38873_v2_000243660,169,17,76,273,274,207
FRAEX38873_v2_000243670,314,421,426,494,344,372
FRAEX38873_v2_000243680,1574,1480,2323,1629,1261,1674
FRAEX38873_v2_000243690,0,0,0,0,0,0
FRAEX38873_v2_000243710,1554,1304,1492,1527,1606,1511
FRAEX38873_v2_000243720,177,198,129,122,11,96
FRAEX38873_v2_000243730,411,179,337,455,603,645
FRAEX38873_v2_000243740,9950,1361,141,148,1102,261
FRAEX38873_v2_000243750,572,541,622,697,781,726
FRAEX38873_v2_000243760,63,37,79,23,14,4
FRAEX38873_v2_000243770,12,30,49,34,31,41
FRAEX38873_v2_000243780,3,11,21,22,26,17
FRAEX38873_v2_000243790,66,72,52,79,27,50
FRAEX38873_v2_000243800,1277,1226,1494,1183,1250,880
FRAEX38873_v2_000243970,282,265,151,299,244,218
FRAEX38873_v2_000243990,65,26,18,72,106,94
FRAEX38873_v2_000244000,0,0,0,0,0,0
FRAEX38873_v2_000244010,0,2,2,0,2,3
FRAEX38873_v2_000244020,0,0,0,0,0,0
FRAEX38873_v2_000244030,122,71,99,49,59,45
FRAEX38873_v2_000244040,5,2,3,1,2,0
FRAEX38873_v2_000244050,0,0,0,1,2,0
FRAEX38873_v2_000244060,76,62,75,97,126,78
FRAEX38873_v2_000244080,705,202,652,767,335,711
FRAEX38873_v2_000244100,954,1336,2074,2520,2543,4331
FRAEX38873_v2_000244110,521,415,719,562,516,408
FRAEX38873_v2_000244120,0,0,0,0,0,0
FRAEX38873_v2_000244130,0,0,0,0,0,0
FRAEX38873_v2_000244140,111,73,131,98,72,67
FRAEX38873_v2_000244240,0,0,4,13,0,0
FRAEX38873_v2_000244250,14,53,96,362,122,31
FRAEX38873_v2_000244270,561,366,322,776,430,441
FRAEX38873_v2_000244280,0,0,0,0,0,0
FRAEX38873_v2_000244320,26,14,8,12,14,29
FRAEX38873_v2_000244330,18,20,15,17,6,3
FRAEX38873_v2_000244340,58,114,49,66,7,33
FRAEX38873_v2_000244350,72,129,97,97,99,204
FRAEX38873_v2_000244390,0,0,0,0,0,0
FRAEX38873_v2_000244400,4,3,15,43,28,16
FRAEX38873_v2_000244410,96,287,264,358,64,342
FRAEX38873_v2_000244420,245,146,364,259,178,403
FRAEX38873_v2_000244430,1761,280,37,24,302,21
FRAEX38873_v2_000244440,107,67,22,341,449,865
FRAEX38873_v2_000244470,0,0,0,0,0,0
FRAEX38873_v2_000244480,0,0,0,0,0,0
FRAEX38873_v2_000244490,604,155,290,307,160,296
FRAEX38873_v2_000244530,203,132,160,143,42,66
FRAEX38873_v2_000244560,1,0,1,0,0,0
FRAEX38873_v2_000244570,0,0,9,0,1,2
FRAEX38873_v2_000244580,392,699,427,561,950,461
FRAEX38873_v2_000244590,0,0,0,0,0,0
FRAEX38873_v2_000244600,1,1,81,0,0,0
FRAEX38873_v2_000244610,456,849,566,883,961,1364
FRAEX38873_v2_000244640,2279,1851,3163,2416,1143,2101
FRAEX38873_v2_000244650,69,49,195,138,69,138
FRAEX38873_v2_000244660,0,0,3,0,3,0
FRAEX38873_v2_000244670,91,38,76,129,88,82
FRAEX38873_v2_000244680,0,0,0,0,0,0
FRAEX38873_v2_000244690,1082,1259,1134,1124,1196,1346
FRAEX38873_v2_000244700,299,332,425,440,528,486
FRAEX38873_v2_000244710,7,19,89,58,28,19
FRAEX38873_v2_000244720,971,1171,1077,1078,1031,1093
FRAEX38873_v2_000244730,0,0,0,0,0,0
FRAEX38873_v2_000244740,127,116,87,64,68,37
FRAEX38873_v2_000244750,20,4,28,71,90,81
FRAEX38873_v2_000244780,3,4,9,14,12,27
FRAEX38873_v2_000244790,0,0,0,0,0,0
FRAEX38873_v2_000244800,6,4,25,35,12,21
FRAEX38873_v2_000244810,466,148,67,174,146,214
FRAEX38873_v2_000244820,115,74,171,134,171,69
FRAEX38873_v2_000244930,3,0,0,13,72,30
FRAEX38873_v2_000244940,369,342,318,405,492,370
FRAEX38873_v2_000244950,0,0,0,9,4,2
FRAEX38873_v2_000244960,16,0,6,6,0,0
FRAEX38873_v2_000244980,254,230,187,101,84,65
FRAEX38873_v2_000244990,17433,13178,9568,5104,3849,1418
FRAEX38873_v2_000245000,25,7,2,42,53,15
FRAEX38873_v2_000245010,24,0,9,8,17,18
FRAEX38873_v2_000245020,46,121,64,175,227,145
FRAEX38873_v2_000245030,26,38,252,134,15,235
FRAEX38873_v2_000245040,1571,1956,1952,1796,1526,2249
FRAEX38873_v2_000245050,0,0,1,0,0,0
FRAEX38873_v2_000245060,867,998,1052,1176,883,916
FRAEX38873_v2_000245070,354,653,513,1231,1816,1445
FRAEX38873_v2_000245080,26,39,146,61,4,71
FRAEX38873_v2_000245090,1,0,2,0,0,4
FRAEX38873_v2_000245100,524,653,497,652,696,643
FRAEX38873_v2_000245110,4,73,5,0,0,0
FRAEX38873_v2_000245120,15,10,16,24,8,4
FRAEX38873_v2_000245130,123,45,132,154,253,275
FRAEX38873_v2_000245140,301,426,440,383,483,456
FRAEX38873_v2_000245150,51,43,81,56,63,40
FRAEX38873_v2_000245190,4614,2925,3741,4082,3835,3812
FRAEX38873_v2_000245310,167,196,248,181,93,159
FRAEX38873_v2_000245320,27,4,5,25,16,232
FRAEX38873_v2_000245330,1,4,1,0,0,1
FRAEX38873_v2_000245340,254,204,382,372,218,457
FRAEX38873_v2_000245350,2,0,13,2,34,22
FRAEX38873_v2_000245360,1431,1072,1854,1501,982,1335
FRAEX38873_v2_000245370,611,634,446,669,712,551
FRAEX38873_v2_000245380,3,34,205,148,46,184
FRAEX38873_v2_000245390,4,5,0,0,1,0
FRAEX38873_v2_000245400,4,0,1,2,1,0
FRAEX38873_v2_000245410,31,53,0,434,1106,10
FRAEX38873_v2_000245420,0,0,0,0,0,0
FRAEX38873_v2_000245430,8488,6640,2150,2801,3848,1730
FRAEX38873_v2_000245450,171,96,160,321,510,579
FRAEX38873_v2_000245460,720,327,622,443,593,512
FRAEX38873_v2_000245490,9,0,5,1,0,0
FRAEX38873_v2_000245500,3,0,34,14,9,14
FRAEX38873_v2_000245510,57,42,280,88,102,155
FRAEX38873_v2_000245520,790,525,381,349,191,68
FRAEX38873_v2_000245610,15,66,68,75,131,239
FRAEX38873_v2_000245620,0,0,0,0,0,0
FRAEX38873_v2_000245630,9,5,10,9,38,3
FRAEX38873_v2_000245640,5,4,6,1,4,12
FRAEX38873_v2_000245650,7,0,0,0,4,6
FRAEX38873_v2_000245660,4444,4652,5124,5187,5419,5456
FRAEX38873_v2_000245750,707,476,609,970,1283,1637
FRAEX38873_v2_000245760,1610,1858,1898,1585,1337,1498
FRAEX38873_v2_000245770,1503,1675,1531,1321,1406,1457
FRAEX38873_v2_000245800,0,69,0,2,22,6
FRAEX38873_v2_000245820,418,109,1069,488,132,1865
FRAEX38873_v2_000245860,10096,7105,10548,8405,4175,5910
FRAEX38873_v2_000245870,0,0,15,0,10,6
FRAEX38873_v2_000245880,12,3,27,41,108,45
FRAEX38873_v2_000245890,167,315,1257,207,155,260
FRAEX38873_v2_000245900,356,381,464,431,246,340
FRAEX38873_v2_000246090,0,1,1,3,1,0
FRAEX38873_v2_000246100,66,52,203,54,332,166
FRAEX38873_v2_000246110,1043,1064,1244,1090,1788,1517
FRAEX38873_v2_000246120,0,0,1,0,0,16
FRAEX38873_v2_000246130,23,51,31,34,42,37
FRAEX38873_v2_000246140,101,39,41,95,62,102
FRAEX38873_v2_000246150,460,224,203,418,254,477
FRAEX38873_v2_000246160,229,105,110,142,131,149
FRAEX38873_v2_000246170,163,177,113,127,299,138
FRAEX38873_v2_000246180,0,0,0,6,5,10
FRAEX38873_v2_000246190,119,121,139,220,211,164
FRAEX38873_v2_000246200,0,0,0,0,0,0
FRAEX38873_v2_000246220,137,151,128,235,367,239
FRAEX38873_v2_000246230,0,0,0,0,0,0
FRAEX38873_v2_000246240,87,56,13,40,27,105
FRAEX38873_v2_000246250,0,0,0,0,0,0
FRAEX38873_v2_000246260,15,16,20,35,13,17
FRAEX38873_v2_000246270,23,93,118,195,44,20
FRAEX38873_v2_000246280,214,200,296,960,658,902
FRAEX38873_v2_000246290,32,28,38,75,74,118
FRAEX38873_v2_000246300,636,784,697,1335,1156,1055
FRAEX38873_v2_000246310,267,129,298,359,271,266
FRAEX38873_v2_000246480,0,0,0,7,0,0
FRAEX38873_v2_000246490,2214,1696,2244,3316,4894,4668
FRAEX38873_v2_000246500,215,137,156,195,130,118
FRAEX38873_v2_000246520,0,0,0,0,0,0
FRAEX38873_v2_000246540,0,0,0,0,0,0
FRAEX38873_v2_000246550,0,0,0,0,0,0
FRAEX38873_v2_000246560,0,0,4,3,10,6
FRAEX38873_v2_000246570,650,685,496,853,608,497
FRAEX38873_v2_000246580,84,61,47,63,99,80
FRAEX38873_v2_000246600,771,890,1134,1056,947,946
FRAEX38873_v2_000246620,214,142,295,217,156,153
FRAEX38873_v2_000246630,338,520,543,482,495,465
FRAEX38873_v2_000246640,31,153,134,437,217,176
FRAEX38873_v2_000246660,329,326,340,304,478,498
FRAEX38873_v2_000246670,387,981,898,397,835,652
FRAEX38873_v2_000246690,0,0,0,0,0,0
FRAEX38873_v2_000246700,0,0,0,0,72,0
FRAEX38873_v2_000246930,747,779,1218,1266,1607,993
FRAEX38873_v2_000246940,314,224,354,314,483,259
FRAEX38873_v2_000246950,1063,912,1150,1072,718,955
FRAEX38873_v2_000246960,10,7,14,22,20,6
FRAEX38873_v2_000246970,14,0,23,10,6,6
FRAEX38873_v2_000246990,5280,3307,4848,4534,2703,5259
FRAEX38873_v2_000247000,1206,1176,1593,1218,1003,1247
FRAEX38873_v2_000247010,721,700,937,1006,928,1127
FRAEX38873_v2_000247030,0,0,0,0,0,0
FRAEX38873_v2_000247040,0,0,0,0,0,0
FRAEX38873_v2_000247050,233,259,58,85,101,79
FRAEX38873_v2_000247060,265,717,682,824,2200,1817
FRAEX38873_v2_000247070,263,397,402,590,427,558
FRAEX38873_v2_000247080,66,87,78,132,33,103
FRAEX38873_v2_000247090,1713,2369,2110,1515,1154,1151
FRAEX38873_v2_000247130,2280,1943,2386,2693,2035,2945
FRAEX38873_v2_000247140,1803,1448,1753,1801,1111,1143
FRAEX38873_v2_000247150,89,186,230,62,10,2
FRAEX38873_v2_000247160,255,421,304,294,343,427
FRAEX38873_v2_000247170,253,170,310,353,118,441
FRAEX38873_v2_000247190,20,23,28,127,142,115
FRAEX38873_v2_000247200,84,96,100,81,10,17
FRAEX38873_v2_000247510,0,0,1,0,4,1
FRAEX38873_v2_000247520,54,9,11,76,123,62
FRAEX38873_v2_000247530,761,710,759,916,1158,591
FRAEX38873_v2_000247540,63,93,126,110,62,99
FRAEX38873_v2_000247550,300,424,385,386,395,397
FRAEX38873_v2_000247560,40,92,68,59,89,52
FRAEX38873_v2_000247580,4,19,31,28,64,28
FRAEX38873_v2_000247590,0,0,0,0,0,0
FRAEX38873_v2_000247610,0,0,0,0,0,0
FRAEX38873_v2_000247620,230,295,332,371,322,417
FRAEX38873_v2_000247630,171,229,191,200,200,234
FRAEX38873_v2_000247640,609,392,389,560,585,304
FRAEX38873_v2_000247650,60,35,63,210,295,360
FRAEX38873_v2_000247660,0,8,4,33,8,0
FRAEX38873_v2_000247670,0,0,0,0,0,0
FRAEX38873_v2_000247730,0,0,0,0,0,0
FRAEX38873_v2_000247740,14,19,18,310,85,16
FRAEX38873_v2_000247750,103,45,934,461,61,1003
FRAEX38873_v2_000247760,110,847,450,511,115,428
FRAEX38873_v2_000247770,2478,1500,1817,1654,1937,1324
FRAEX38873_v2_000247780,439,345,588,435,433,695
FRAEX38873_v2_000247790,405,265,292,282,291,238
FRAEX38873_v2_000247810,0,0,0,0,0,0
FRAEX38873_v2_000247830,42,9,34,27,32,28
FRAEX38873_v2_000247840,9,13,8,16,18,10
FRAEX38873_v2_000247900,0,0,0,0,0,0
FRAEX38873_v2_000247920,67,128,18,2,12,10
FRAEX38873_v2_000247930,228,217,261,235,179,361
FRAEX38873_v2_000247940,2646,2540,2677,3538,4046,4793
FRAEX38873_v2_000247950,0,10,0,4,22,17
FRAEX38873_v2_000247960,6,0,0,0,0,0
FRAEX38873_v2_000247970,773,475,453,637,108,43
FRAEX38873_v2_000247980,174,161,464,275,2,5
FRAEX38873_v2_000247990,21,18,53,55,59,52
FRAEX38873_v2_000248130,17,23,10,73,310,41
FRAEX38873_v2_000248140,428,451,781,1570,1464,1071
FRAEX38873_v2_000248150,139,69,48,164,198,134
FRAEX38873_v2_000248160,265,165,353,288,175,246
FRAEX38873_v2_000248170,3308,2903,1873,3480,1989,438
FRAEX38873_v2_000248180,148,38,68,116,217,81
FRAEX38873_v2_000248190,4,0,4,0,0,0
FRAEX38873_v2_000248200,773,515,707,1494,1753,2550
FRAEX38873_v2_000248210,5197,5312,5405,10521,14538,8362
FRAEX38873_v2_000248220,930,1147,867,1536,1765,1346
FRAEX38873_v2_000248230,243,460,359,531,297,510
FRAEX38873_v2_000248240,12,6,3,25,9,10
FRAEX38873_v2_000248250,494,454,470,681,533,280
FRAEX38873_v2_000248260,0,0,0,0,0,0
FRAEX38873_v2_000248270,240,151,112,215,261,154
FRAEX38873_v2_000248280,52,30,29,113,49,5
FRAEX38873_v2_000248290,23,21,10,32,25,25
FRAEX38873_v2_000248300,165,188,0,9,99,11
FRAEX38873_v2_000248310,4884,2097,160,2888,4304,98
FRAEX38873_v2_000248320,882,1054,1521,2499,1731,747
FRAEX38873_v2_000248330,36,27,111,63,62,44
FRAEX38873_v2_000248340,13622,7088,472,2019,2985,1079
FRAEX38873_v2_000248350,216,147,160,149,113,177
FRAEX38873_v2_000248360,2367,1767,2118,1820,1281,1594
FRAEX38873_v2_000248370,1,0,8,8,4,2
FRAEX38873_v2_000248380,1723,1672,1987,2091,2004,2490
FRAEX38873_v2_000248390,0,0,0,0,0,0
FRAEX38873_v2_000248400,750,781,766,643,1023,799
FRAEX38873_v2_000248410,254,341,373,280,127,210
FRAEX38873_v2_000248420,4059,8334,4669,7122,6948,4480
FRAEX38873_v2_000248430,582,510,631,359,430,325
FRAEX38873_v2_000248440,0,0,0,0,0,0
FRAEX38873_v2_000248450,58,37,62,49,75,58
FRAEX38873_v2_000248640,444,387,335,372,611,499
FRAEX38873_v2_000248650,1961,3700,2431,1848,1071,857
FRAEX38873_v2_000248660,567,276,484,636,568,632
FRAEX38873_v2_000248670,1940,482,11,18,33,2
FRAEX38873_v2_000248680,1693,1861,1652,1721,2445,1919
FRAEX38873_v2_000248700,12,2,25,12,12,25
FRAEX38873_v2_000248710,37,6,30,27,15,21
FRAEX38873_v2_000248720,40,17,35,23,21,41
FRAEX38873_v2_000248730,291,358,277,339,559,414
FRAEX38873_v2_000248740,0,0,0,0,0,0
FRAEX38873_v2_000248750,0,0,0,0,0,0
FRAEX38873_v2_000248890,845,656,816,1006,780,611
FRAEX38873_v2_000248900,894,739,802,853,903,865
FRAEX38873_v2_000248910,745,775,798,916,1027,723
FRAEX38873_v2_000248920,2455,5512,2736,4665,2587,1966
FRAEX38873_v2_000248930,74,62,90,80,75,55
FRAEX38873_v2_000248940,0,0,15,23,3,6
FRAEX38873_v2_000248950,0,0,6,0,0,0
FRAEX38873_v2_000248960,77,35,295,19,28,141
FRAEX38873_v2_000248970,17,33,115,210,360,329
FRAEX38873_v2_000249010,1344,1295,1826,2413,4110,3721
FRAEX38873_v2_000249020,222,534,471,472,283,277
FRAEX38873_v2_000249040,55929,51752,53142,58375,49747,34555
FRAEX38873_v2_000249050,826,526,639,623,889,623
FRAEX38873_v2_000249060,365,291,502,462,536,604
FRAEX38873_v2_000249070,0,0,0,6,5,12
FRAEX38873_v2_000249080,2,7,8,123,32,34
FRAEX38873_v2_000249180,45,129,120,120,39,139
FRAEX38873_v2_000249200,647,362,577,886,801,854
FRAEX38873_v2_000249210,5,17,1,13,48,21
FRAEX38873_v2_000249220,159,257,217,264,142,160
FRAEX38873_v2_000249230,240,168,159,204,220,247
FRAEX38873_v2_000249250,1797,1445,1896,1577,1163,1631
FRAEX38873_v2_000249260,461,402,565,864,1022,1292
FRAEX38873_v2_000249270,783,690,759,652,775,757
FRAEX38873_v2_000249280,893,852,1327,1199,1001,1057
FRAEX38873_v2_000249290,0,0,0,0,0,0
FRAEX38873_v2_000249300,427,323,447,627,590,769
FRAEX38873_v2_000249310,50,81,16,26,8,0
FRAEX38873_v2_000249320,3988,3981,3697,4510,5855,4382
FRAEX38873_v2_000249340,1735,2114,4308,9496,10133,22940
FRAEX38873_v2_000249380,0,0,0,7,0,0
FRAEX38873_v2_000249390,740,1182,1478,1911,1829,2008
FRAEX38873_v2_000249510,34,10,47,193,165,35
FRAEX38873_v2_000249520,1976,1670,2636,1896,1395,1750
FRAEX38873_v2_000249530,0,0,0,0,0,0
FRAEX38873_v2_000249540,46,181,529,596,285,464
FRAEX38873_v2_000249550,1754,1674,967,1765,3080,3930
FRAEX38873_v2_000249560,29,92,75,242,648,553
FRAEX38873_v2_000249570,5118,4685,5296,3857,2110,2533
FRAEX38873_v2_000249580,151,64,165,95,125,82
FRAEX38873_v2_000249590,0,0,0,0,0,0
FRAEX38873_v2_000249600,2926,3253,2967,3135,3115,4194
FRAEX38873_v2_000249610,3,0,0,1,0,4
FRAEX38873_v2_000249620,0,0,0,0,0,0
FRAEX38873_v2_000249630,1,0,0,0,2,3
FRAEX38873_v2_000249640,446,169,304,161,156,254
FRAEX38873_v2_000249650,463,258,322,221,309,307
FRAEX38873_v2_000249660,237,246,10,4,13,1
FRAEX38873_v2_000249670,31,19,1,0,0,0
FRAEX38873_v2_000249680,2,25,0,21,12,0
FRAEX38873_v2_000249690,0,0,0,0,0,0
FRAEX38873_v2_000249700,880,808,549,1418,2056,1613
FRAEX38873_v2_000249710,0,0,0,0,0,0
FRAEX38873_v2_000249720,4,7,7,3,5,3
FRAEX38873_v2_000249730,2319,2503,2025,2946,4452,4187
FRAEX38873_v2_000249740,7,0,0,7,4,0
FRAEX38873_v2_000249750,983,974,1209,1620,1701,1631
FRAEX38873_v2_000249760,2,0,1,1,0,0
FRAEX38873_v2_000249770,0,0,0,0,1,0
FRAEX38873_v2_000249780,231,405,825,4257,1992,3372
FRAEX38873_v2_000249800,39,18,44,102,71,17
FRAEX38873_v2_000249810,12473,2078,291,234,1713,167
FRAEX38873_v2_000249820,0,0,0,0,0,0
FRAEX38873_v2_000249840,1044,982,1164,1106,453,588
FRAEX38873_v2_000249850,5483,4895,5596,6429,8898,6793
FRAEX38873_v2_000249860,978,1186,1165,1686,2505,1798
FRAEX38873_v2_000249870,2322,1795,2605,2346,2061,2630
FRAEX38873_v2_000249880,607,459,910,361,453,523
FRAEX38873_v2_000249890,73,38,34,54,77,231
FRAEX38873_v2_000249900,738,5135,1513,1926,1636,577
FRAEX38873_v2_000249910,36,1009,294,134,42,5
FRAEX38873_v2_000249920,729,776,773,696,408,414
FRAEX38873_v2_000249930,6,0,0,6,7,2
FRAEX38873_v2_000249940,867,846,914,1180,1529,1886
FRAEX38873_v2_000249950,3346,2515,3022,4741,6544,4821
FRAEX38873_v2_000249960,217,168,152,163,139,130
FRAEX38873_v2_000249970,746,720,754,831,850,635
FRAEX38873_v2_000249980,714,749,804,715,437,576
FRAEX38873_v2_000249990,1652,1421,1425,2186,2388,2772
FRAEX38873_v2_000250060,82,106,121,82,85,172
FRAEX38873_v2_000250070,0,4,0,36,1,18
FRAEX38873_v2_000250080,6,0,0,5,0,1
FRAEX38873_v2_000250090,3900,523,405,666,2182,963
FRAEX38873_v2_000250100,248,147,318,251,260,338
FRAEX38873_v2_000250110,21,29,38,10,25,29
FRAEX38873_v2_000250120,0,2,34,70,27,14
FRAEX38873_v2_000250130,53,18,26,38,20,17
FRAEX38873_v2_000250140,3,0,0,0,174,9
FRAEX38873_v2_000250150,5825,7716,10128,6681,6457,6592
FRAEX38873_v2_000250160,2220,1473,1689,1385,865,623
FRAEX38873_v2_000250170,16319,9992,15161,12423,33815,23472
FRAEX38873_v2_000250180,29,21,7,33,194,23
FRAEX38873_v2_000250200,440,543,703,1095,1551,1753
FRAEX38873_v2_000250210,217,171,333,391,482,726
FRAEX38873_v2_000250220,27,67,49,49,16,21
FRAEX38873_v2_000250230,298,343,338,450,498,287
FRAEX38873_v2_000250240,69,21,56,71,71,60
FRAEX38873_v2_000250350,1268,872,1313,1587,1346,1945
FRAEX38873_v2_000250360,574,503,337,622,534,446
FRAEX38873_v2_000250370,2525,2453,2085,2335,2110,2778
FRAEX38873_v2_000250380,0,0,0,0,0,0
FRAEX38873_v2_000250390,14,15,12,107,92,28
FRAEX38873_v2_000250400,331,227,293,362,344,290
FRAEX38873_v2_000250410,0,9,33,95,33,69
FRAEX38873_v2_000250420,0,0,0,0,0,0
FRAEX38873_v2_000250430,17,11,0,0,0,0
FRAEX38873_v2_000250440,3,0,0,0,1,0
FRAEX38873_v2_000250450,37,28,52,36,37,41
FRAEX38873_v2_000250470,16753,27509,30109,16862,8659,5064
FRAEX38873_v2_000250480,266,272,143,231,283,139
FRAEX38873_v2_000250490,677,1020,1229,1139,1163,861
FRAEX38873_v2_000250500,882,755,662,785,659,1194
FRAEX38873_v2_000250510,894,606,554,1561,1431,884
FRAEX38873_v2_000250520,77,14,31,102,66,130
FRAEX38873_v2_000250640,128,291,44,113,171,140
FRAEX38873_v2_000250650,272,261,279,171,332,152
FRAEX38873_v2_000250670,1610,1707,1987,2213,2438,3043
FRAEX38873_v2_000250680,206,158,169,287,243,299
FRAEX38873_v2_000250690,2342,1855,1346,1347,998,604
FRAEX38873_v2_000250700,34,28,42,34,11,17
FRAEX38873_v2_000250710,283,333,313,230,170,278
FRAEX38873_v2_000250720,1246,1234,1845,1139,913,916
FRAEX38873_v2_000250730,35,42,54,85,127,122
FRAEX38873_v2_000250740,0,0,0,0,0,0
FRAEX38873_v2_000250750,849,187,126,277,613,515
FRAEX38873_v2_000250770,1319,1210,1304,1528,1518,1926
FRAEX38873_v2_000250800,0,0,0,0,0,0
FRAEX38873_v2_000250820,2046,4842,2392,1725,926,1550
FRAEX38873_v2_000250840,0,0,6,6,0,7
FRAEX38873_v2_000250850,79,35,77,100,87,129
FRAEX38873_v2_000250870,296,223,303,610,370,453
FRAEX38873_v2_000250880,445,346,2446,4179,5006,13235
FRAEX38873_v2_000250890,268,157,369,457,666,704
