Geneid,sorted.step1.CH8_hisat2_B20_C.bam,sorted.step1.CH36_hisat2_B20_C.bam,sorted.step1.CH64_hisat2_B20_C.bam,sorted.step1.CH5_hisat2_B20_EAB.bam,sorted.step1.CH33_hisat2_B20_EAB.bam,sorted.step1.CH125_hisat2_B20_EAB.bam
FRAEX38873_v2_000051810,5948,4505,5902,5991,4118,3529
FRAEX38873_v2_000051820,641,128,64,65,329,123
FRAEX38873_v2_000051830,0,0,0,0,0,0
FRAEX38873_v2_000051840,0,0,0,0,0,0
FRAEX38873_v2_000051850,2337,1971,1559,2256,3171,3024
FRAEX38873_v2_000051860,0,0,0,0,0,0
FRAEX38873_v2_000051870,82,76,472,30,17,28
FRAEX38873_v2_000051880,3065,2091,1927,5892,3678,3571
FRAEX38873_v2_000051900,1577,2530,3207,3197,2589,4026
FRAEX38873_v2_000051910,614,652,876,811,917,983
FRAEX38873_v2_000051920,971,973,1021,919,1037,647
FRAEX38873_v2_000051930,68,54,40,62,41,32
FRAEX38873_v2_000051940,105,163,29,164,104,19
FRAEX38873_v2_000051950,498,462,287,611,471,291
FRAEX38873_v2_000051960,71,76,13,76,83,22
FRAEX38873_v2_000051970,68,126,130,619,427,175
FRAEX38873_v2_000051980,6629,4189,3052,2130,3063,2084
FRAEX38873_v2_000051990,18,27,17,31,37,8
FRAEX38873_v2_000052000,350,248,312,460,543,403
FRAEX38873_v2_000052010,420,372,468,563,647,524
FRAEX38873_v2_000052020,154,80,121,74,120,143
FRAEX38873_v2_000052030,542,405,510,724,650,812
FRAEX38873_v2_000052040,2608,1703,2955,2327,1721,2057
FRAEX38873_v2_000052050,0,18,0,0,13,8
FRAEX38873_v2_000052060,684,794,778,675,597,704
FRAEX38873_v2_000052070,779,1094,1270,983,987,1110
FRAEX38873_v2_000052080,281,243,418,309,330,346
FRAEX38873_v2_000052090,90,0,15,1,13,16
FRAEX38873_v2_000052100,87,53,275,123,163,471
FRAEX38873_v2_000052110,49,53,254,18,9,242
FRAEX38873_v2_000052120,622,599,706,765,723,818
FRAEX38873_v2_000052130,1235,1051,1905,1608,1198,1576
FRAEX38873_v2_000052140,325,240,295,277,294,319
FRAEX38873_v2_000052150,8272,5444,6897,14290,11924,12436
FRAEX38873_v2_000052160,1863,1450,2221,1389,781,1265
FRAEX38873_v2_000052180,394,470,133,787,1361,651
FRAEX38873_v2_000052190,7,42,43,0,12,9
FRAEX38873_v2_000052200,456,528,427,488,834,515
FRAEX38873_v2_000052210,99,198,152,113,76,136
FRAEX38873_v2_000052220,3,62,46,16,16,13
FRAEX38873_v2_000052230,982,898,1382,884,392,1059
FRAEX38873_v2_000052240,3471,4528,3722,2826,1946,3083
FRAEX38873_v2_000052250,303,207,330,428,339,435
FRAEX38873_v2_000052260,0,0,3,0,0,0
FRAEX38873_v2_000052270,510,699,715,999,106,248
FRAEX38873_v2_000052280,562,493,786,828,791,932
FRAEX38873_v2_000052290,0,1,0,0,0,0
FRAEX38873_v2_000052300,0,0,0,0,0,0
FRAEX38873_v2_000052310,0,0,0,0,0,4
FRAEX38873_v2_000052320,0,0,0,0,0,0
FRAEX38873_v2_000052330,56,54,90,124,187,173
FRAEX38873_v2_000052340,0,0,0,11,17,5
FRAEX38873_v2_000052380,35,264,316,113,323,74
FRAEX38873_v2_000052390,54,98,183,56,260,62
FRAEX38873_v2_000052400,0,0,0,0,0,0
FRAEX38873_v2_000052410,28,197,673,478,213,396
FRAEX38873_v2_000052420,42,76,80,804,322,100
FRAEX38873_v2_000052430,0,0,0,0,0,0
FRAEX38873_v2_000052440,724,736,517,704,1009,850
FRAEX38873_v2_000052450,367,320,389,412,875,721
FRAEX38873_v2_000052460,299,222,246,354,136,216
FRAEX38873_v2_000052530,0,0,0,0,0,0
FRAEX38873_v2_000052540,0,0,0,0,0,0
FRAEX38873_v2_000052550,0,0,0,0,0,0
FRAEX38873_v2_000052560,4,0,0,74,19,67
FRAEX38873_v2_000052570,0,0,0,4,0,0
FRAEX38873_v2_000052580,121,98,77,132,119,61
FRAEX38873_v2_000052600,1258,1242,1436,2002,1879,2147
FRAEX38873_v2_000052610,99,67,111,76,56,31
FRAEX38873_v2_000052620,228,237,205,131,152,201
FRAEX38873_v2_000052630,5705,5258,6406,5331,3288,5124
FRAEX38873_v2_000052640,113,145,178,145,96,138
FRAEX38873_v2_000052650,1223,763,760,607,513,512
FRAEX38873_v2_000052660,0,0,2,8,12,0
FRAEX38873_v2_000052670,329,407,386,531,463,463
FRAEX38873_v2_000052680,2,0,0,9,6,32
FRAEX38873_v2_000052690,0,0,0,0,0,0
FRAEX38873_v2_000052700,0,0,0,1,0,0
FRAEX38873_v2_000052710,549,504,395,665,823,384
FRAEX38873_v2_000052720,0,15,6,0,0,0
FRAEX38873_v2_000052730,607,793,893,844,702,1000
FRAEX38873_v2_000052740,0,0,0,0,0,0
FRAEX38873_v2_000052750,14,8,30,169,478,381
FRAEX38873_v2_000052760,0,0,0,0,3,0
FRAEX38873_v2_000052770,842,807,1241,872,530,916
FRAEX38873_v2_000052780,614,512,719,923,1180,1529
FRAEX38873_v2_000052790,1109,984,1308,1202,1342,1166
FRAEX38873_v2_000052800,0,13,6,11,0,0
FRAEX38873_v2_000052810,1690,2541,1059,1051,886,520
FRAEX38873_v2_000052820,270,201,387,101,164,89
FRAEX38873_v2_000052830,260,252,338,308,275,315
FRAEX38873_v2_000052850,0,0,0,0,0,0
FRAEX38873_v2_000052880,32,97,82,56,56,53
FRAEX38873_v2_000052890,400,184,395,304,255,337
FRAEX38873_v2_000052900,1042,898,820,783,898,846
FRAEX38873_v2_000052910,259,175,222,347,346,377
FRAEX38873_v2_000052920,50,73,137,490,155,304
FRAEX38873_v2_000052930,71,144,128,210,193,220
FRAEX38873_v2_000052940,26,52,18,15,19,19
FRAEX38873_v2_000052950,394,463,347,429,427,353
FRAEX38873_v2_000052960,0,0,4,27,26,0
FRAEX38873_v2_000052970,126,43,139,120,114,130
FRAEX38873_v2_000052990,145,160,283,248,209,245
FRAEX38873_v2_000053000,83,87,30,23,20,64
FRAEX38873_v2_000053010,2491,3114,3515,2508,1807,1700
FRAEX38873_v2_000053030,27,142,125,18,9,2
FRAEX38873_v2_000053040,548,352,459,441,653,788
FRAEX38873_v2_000053050,3,5,1,0,3,0
FRAEX38873_v2_000053060,513,704,824,103,466,1173
FRAEX38873_v2_000053070,333,306,370,398,466,473
FRAEX38873_v2_000053270,0,56,0,0,1,0
FRAEX38873_v2_000053280,0,3,13,106,6,3
FRAEX38873_v2_000053290,1100,1335,486,1156,894,393
FRAEX38873_v2_000053300,62,62,160,142,69,146
FRAEX38873_v2_000053310,1780,2085,2341,2667,3723,2236
FRAEX38873_v2_000053330,0,0,0,0,0,0
FRAEX38873_v2_000053340,2168,2287,2190,2669,2344,2863
FRAEX38873_v2_000053350,4652,4381,3898,5195,8251,6162
FRAEX38873_v2_000053360,0,0,0,0,0,0
FRAEX38873_v2_000053370,594,425,520,642,824,641
FRAEX38873_v2_000053380,0,0,0,0,0,0
FRAEX38873_v2_000053400,263,181,300,300,154,341
FRAEX38873_v2_000053410,418,220,454,302,414,436
FRAEX38873_v2_000053420,0,0,0,0,0,0
FRAEX38873_v2_000053430,0,0,1,0,5,1
FRAEX38873_v2_000053440,0,0,0,0,0,0
FRAEX38873_v2_000053450,0,0,0,0,0,0
FRAEX38873_v2_000053460,6,24,345,174,27,168
FRAEX38873_v2_000053470,83,25,59,242,233,206
FRAEX38873_v2_000053490,787,607,579,653,905,238
FRAEX38873_v2_000053500,2,0,0,0,8,0
FRAEX38873_v2_000053510,217,243,402,376,541,320
FRAEX38873_v2_000053520,536,456,563,668,387,514
FRAEX38873_v2_000053540,109,19,124,191,94,160
FRAEX38873_v2_000053550,418,386,371,400,440,413
FRAEX38873_v2_000053560,58,50,45,114,75,243
FRAEX38873_v2_000053570,64,48,75,84,97,34
FRAEX38873_v2_000053580,350,317,475,536,661,540
FRAEX38873_v2_000053590,16,39,38,11,5,44
FRAEX38873_v2_000053600,623,718,627,619,479,507
FRAEX38873_v2_000053610,699,548,674,501,381,610
FRAEX38873_v2_000053620,460,415,457,304,335,443
FRAEX38873_v2_000053630,4979,2529,2989,4213,3972,6022
FRAEX38873_v2_000053860,3025,2328,7751,3901,3226,3751
FRAEX38873_v2_000053870,8,27,11,92,309,144
FRAEX38873_v2_000053880,37,157,542,780,539,474
FRAEX38873_v2_000053890,401,319,244,185,306,181
FRAEX38873_v2_000053900,447,304,456,826,655,585
FRAEX38873_v2_000053910,856,864,970,1294,727,647
FRAEX38873_v2_000053920,8,6,26,36,32,27
FRAEX38873_v2_000053930,637,475,335,685,687,710
FRAEX38873_v2_000053940,582,871,942,776,534,806
FRAEX38873_v2_000053950,1005,1170,1419,908,911,1154
FRAEX38873_v2_000053960,1033,834,1146,1319,1097,1460
FRAEX38873_v2_000053970,1565,1320,1935,1417,825,845
FRAEX38873_v2_000053980,2,19,4,3,4,0
FRAEX38873_v2_000053990,307,287,246,242,254,236
FRAEX38873_v2_000054000,539,400,374,524,521,509
FRAEX38873_v2_000054010,0,0,0,0,0,0
FRAEX38873_v2_000054020,102,86,179,157,51,74
FRAEX38873_v2_000054030,18,563,399,4436,707,537
FRAEX38873_v2_000054040,5863,3113,4135,7923,3986,5261
FRAEX38873_v2_000054050,727,295,417,758,1424,882
FRAEX38873_v2_000054060,0,0,0,0,0,0
FRAEX38873_v2_000054070,0,0,0,0,0,3
FRAEX38873_v2_000054080,155,241,155,166,210,164
FRAEX38873_v2_000054090,356,288,838,1169,422,1118
FRAEX38873_v2_000054100,0,0,0,0,0,0
FRAEX38873_v2_000054110,51,60,111,83,41,51
FRAEX38873_v2_000054120,204,166,194,209,247,214
FRAEX38873_v2_000054130,77,89,97,105,121,36
FRAEX38873_v2_000054140,448,681,533,761,631,699
FRAEX38873_v2_000054150,7175,8888,8605,8747,19383,19689
FRAEX38873_v2_000054160,537,313,263,349,345,406
FRAEX38873_v2_000054170,944,359,142,148,289,351
FRAEX38873_v2_000054180,30,18,24,76,102,86
FRAEX38873_v2_000054210,3736,5223,4640,4632,5719,6515
FRAEX38873_v2_000054220,798,778,1044,1123,1067,1131
FRAEX38873_v2_000054230,145,158,213,124,73,40
FRAEX38873_v2_000054240,0,0,2,0,0,2
FRAEX38873_v2_000054250,0,0,0,0,0,0
FRAEX38873_v2_000054260,1114,1036,945,928,1080,864
FRAEX38873_v2_000054270,29,10,63,93,135,63
FRAEX38873_v2_000054280,1441,1194,1841,1742,1677,1531
FRAEX38873_v2_000054290,1475,963,602,1150,1900,1306
FRAEX38873_v2_000054300,2032,1577,2460,2038,2078,2810
FRAEX38873_v2_000054310,2984,241,99,50,1826,680
FRAEX38873_v2_000054320,46,10,22,72,43,50
FRAEX38873_v2_000054330,77,40,61,125,27,99
FRAEX38873_v2_000054340,145,172,148,219,318,212
FRAEX38873_v2_000054350,13,32,27,11,23,16
FRAEX38873_v2_000054360,874,924,1417,1248,1121,1354
FRAEX38873_v2_000054370,46,5,0,0,10,0
FRAEX38873_v2_000054380,763,618,663,1033,2173,2014
FRAEX38873_v2_000054390,501,418,573,604,669,746
FRAEX38873_v2_000054400,377,420,631,484,562,393
FRAEX38873_v2_000054410,97,160,144,109,147,98
FRAEX38873_v2_000054420,790,648,899,1184,1219,1337
FRAEX38873_v2_000054430,464,683,172,1495,5161,11283
FRAEX38873_v2_000054440,278,293,425,360,480,451
FRAEX38873_v2_000054450,366,213,257,411,477,345
FRAEX38873_v2_000054460,0,0,0,0,113,23
FRAEX38873_v2_000054470,346,311,488,580,525,535
FRAEX38873_v2_000054480,15,12,19,11,3,18
FRAEX38873_v2_000054490,22,43,69,385,782,1482
FRAEX38873_v2_000054500,0,0,10,9,28,141
FRAEX38873_v2_000054510,1,0,8,13,50,112
FRAEX38873_v2_000054520,353,508,264,292,255,94
FRAEX38873_v2_000054530,465,434,691,563,571,1004
FRAEX38873_v2_000054560,314,46,175,411,99,524
FRAEX38873_v2_000054570,118,129,131,152,87,112
FRAEX38873_v2_000054580,8,5,6,11,20,17
FRAEX38873_v2_000054600,4087,3327,4591,4148,3582,3463
FRAEX38873_v2_000054610,969,1080,973,778,828,681
FRAEX38873_v2_000054620,138,131,128,278,299,163
FRAEX38873_v2_000054890,0,0,0,0,0,0
FRAEX38873_v2_000054900,1,0,4,0,0,0
FRAEX38873_v2_000054910,2318,2309,2981,3193,2995,2497
FRAEX38873_v2_000054920,29,6,69,36,60,9
FRAEX38873_v2_000054930,451,687,743,419,308,352
FRAEX38873_v2_000054940,0,0,0,0,3,0
FRAEX38873_v2_000054950,114,96,144,174,163,138
FRAEX38873_v2_000054960,32,60,15,17,0,22
FRAEX38873_v2_000054970,27,108,50,124,44,176
FRAEX38873_v2_000054980,21,7,25,17,7,4
FRAEX38873_v2_000054990,0,0,0,0,0,0
FRAEX38873_v2_000055000,9,7,12,40,50,17
FRAEX38873_v2_000055010,1427,705,899,3135,8467,10553
FRAEX38873_v2_000055020,5089,5878,5565,7897,8793,7187
FRAEX38873_v2_000055030,1165,1982,1380,2821,1059,986
FRAEX38873_v2_000055040,1941,2389,3943,2501,1635,2016
FRAEX38873_v2_000055050,0,0,0,0,0,0
FRAEX38873_v2_000055060,6,2,24,20,19,10
FRAEX38873_v2_000055080,59,74,149,56,35,71
FRAEX38873_v2_000055090,1268,1064,1166,1353,1479,1443
FRAEX38873_v2_000055100,0,1,3,29,10,7
FRAEX38873_v2_000055110,1048,408,3441,359,1,359
FRAEX38873_v2_000055120,0,0,0,0,0,0
FRAEX38873_v2_000055130,2,0,0,0,0,0
FRAEX38873_v2_000055140,555,242,267,865,62,84
FRAEX38873_v2_000055150,0,0,0,0,0,0
FRAEX38873_v2_000055160,0,0,0,0,0,0
FRAEX38873_v2_000055170,1381,1276,1634,1278,1842,1885
FRAEX38873_v2_000055180,284,314,296,603,790,792
FRAEX38873_v2_000055190,104,191,204,219,362,597
FRAEX38873_v2_000055200,504,800,935,1025,912,1056
FRAEX38873_v2_000055210,0,0,0,0,0,0
FRAEX38873_v2_000055220,110,140,156,139,173,177
FRAEX38873_v2_000055230,1765,1663,2276,2236,2270,2570
FRAEX38873_v2_000055240,4,0,0,1,3,9
FRAEX38873_v2_000055250,1330,1281,1269,1742,1103,1593
FRAEX38873_v2_000055260,176,320,1549,385,141,1251
FRAEX38873_v2_000055270,800,1256,2300,5022,3494,5979
FRAEX38873_v2_000055280,396,408,265,310,318,260
FRAEX38873_v2_000055290,0,0,0,0,0,0
FRAEX38873_v2_000055300,2784,2738,4669,4218,2892,3296
FRAEX38873_v2_000055310,7,0,0,0,4,1
FRAEX38873_v2_000055320,913,662,630,678,961,584
FRAEX38873_v2_000055330,120,135,185,168,186,229
FRAEX38873_v2_000055340,0,0,0,0,0,1
FRAEX38873_v2_000055350,13,28,19,76,79,40
FRAEX38873_v2_000055360,2731,1966,2777,2113,1500,1913
FRAEX38873_v2_000055380,0,3,0,0,0,0
FRAEX38873_v2_000055390,1093,1253,1708,1637,1918,2060
FRAEX38873_v2_000055400,24,56,50,282,58,43
FRAEX38873_v2_000055410,92,104,110,106,91,83
FRAEX38873_v2_000055420,254,81,145,311,760,269
FRAEX38873_v2_000055440,0,0,3,0,0,9
FRAEX38873_v2_000055450,1,0,0,5,0,0
FRAEX38873_v2_000055470,0,0,0,0,0,0
FRAEX38873_v2_000055480,28,146,415,751,93,594
FRAEX38873_v2_000055490,1501,1175,1395,1707,1710,1525
FRAEX38873_v2_000055500,94,105,182,111,183,268
FRAEX38873_v2_000055510,266,220,376,326,517,446
FRAEX38873_v2_000055520,200,390,290,152,156,156
FRAEX38873_v2_000055530,2340,1874,2719,2222,1459,2150
FRAEX38873_v2_000055540,183,435,194,338,626,726
FRAEX38873_v2_000055550,372,481,402,710,965,960
FRAEX38873_v2_000055560,397,529,620,697,516,625
FRAEX38873_v2_000055570,233,391,292,175,105,173
FRAEX38873_v2_000055590,61,64,60,65,68,11
FRAEX38873_v2_000055600,1347,1078,1517,1997,1671,2026
FRAEX38873_v2_000055610,1265,750,1371,935,633,846
FRAEX38873_v2_000055620,509,654,537,575,465,422
FRAEX38873_v2_000055630,1865,934,863,1891,2863,2379
FRAEX38873_v2_000055650,1365,1076,1565,1477,920,979
FRAEX38873_v2_000055660,0,5,4,2,17,36
FRAEX38873_v2_000055750,45,30,51,562,179,54
FRAEX38873_v2_000055760,18,8,29,314,77,27
FRAEX38873_v2_000055770,0,0,0,4,0,0
FRAEX38873_v2_000055780,796,720,253,307,343,200
FRAEX38873_v2_000055790,1215,874,1339,2134,4867,5644
FRAEX38873_v2_000055800,13,34,49,442,1093,268
FRAEX38873_v2_000055810,178,178,703,875,850,1485
FRAEX38873_v2_000055830,287,114,1936,387,1628,2224
FRAEX38873_v2_000055850,54,148,105,158,293,225
FRAEX38873_v2_000055860,526,627,461,581,523,754
FRAEX38873_v2_000055870,8,3,17,28,64,24
FRAEX38873_v2_000055880,1036,969,1185,1493,1414,1954
FRAEX38873_v2_000055890,619,919,1521,4025,2126,2151
FRAEX38873_v2_000055900,866,621,1332,1001,547,670
FRAEX38873_v2_000055910,630,570,575,577,528,758
FRAEX38873_v2_000055920,71,158,453,1660,346,1435
FRAEX38873_v2_000055930,3893,2045,3878,3035,1681,2559
FRAEX38873_v2_000055940,0,0,0,0,0,0
FRAEX38873_v2_000055950,0,0,0,0,2,0
FRAEX38873_v2_000055960,2362,1828,3090,2833,3576,4582
FRAEX38873_v2_000055970,71,38,36,77,58,61
FRAEX38873_v2_000055980,8,11,17,12,0,5
FRAEX38873_v2_000055990,0,0,0,0,0,0
FRAEX38873_v2_000056000,37,31,18,122,122,208
FRAEX38873_v2_000056030,1036,1759,1048,784,1919,906
FRAEX38873_v2_000056040,13,4,12,9,34,7
FRAEX38873_v2_000056050,324,387,440,616,704,897
FRAEX38873_v2_000056060,18,37,14,10,10,16
FRAEX38873_v2_000056070,268,147,114,142,225,222
FRAEX38873_v2_000056120,1591,868,83,352,148,82
FRAEX38873_v2_000056130,344,275,337,642,1015,684
FRAEX38873_v2_000056140,52,31,12,455,2048,1325
FRAEX38873_v2_000056150,0,0,0,0,0,0
FRAEX38873_v2_000056160,281,367,294,602,826,781
FRAEX38873_v2_000056170,598,75,45,59,222,360
FRAEX38873_v2_000056180,24,3,10,12,17,5
FRAEX38873_v2_000056190,82,9,19,24,42,73
FRAEX38873_v2_000056200,21,31,51,15,14,13
FRAEX38873_v2_000056210,1193,939,794,930,1700,1161
FRAEX38873_v2_000056220,56,24,7,5,5,2
FRAEX38873_v2_000056230,3,1,5,8,8,2
FRAEX38873_v2_000056240,0,0,16,24,18,16
FRAEX38873_v2_000056250,0,0,0,3,0,0
FRAEX38873_v2_000056260,1281,908,2256,1090,778,1130
FRAEX38873_v2_000056270,27,98,30,38,11,19
FRAEX38873_v2_000056280,82,65,226,559,58,23
FRAEX38873_v2_000056290,15,59,37,10,16,6
FRAEX38873_v2_000056300,381,405,525,709,732,775
FRAEX38873_v2_000056310,981,1041,1637,1135,732,926
FRAEX38873_v2_000056320,1242,1140,962,2223,2231,1784
FRAEX38873_v2_000056330,0,0,0,0,0,0
FRAEX38873_v2_000056340,26,8,72,71,33,37
FRAEX38873_v2_000056350,0,0,0,0,0,0
FRAEX38873_v2_000056360,151,162,68,116,94,91
FRAEX38873_v2_000056370,190,183,153,185,60,138
FRAEX38873_v2_000056380,0,0,0,0,0,0
FRAEX38873_v2_000056390,217,740,325,48,8,8
FRAEX38873_v2_000056400,45,177,563,983,355,675
FRAEX38873_v2_000056750,1023,704,2829,1507,2009,4685
FRAEX38873_v2_000056760,131,132,163,162,164,137
FRAEX38873_v2_000056770,178,178,204,200,133,159
FRAEX38873_v2_000056790,1462,1582,1765,1598,1405,1738
FRAEX38873_v2_000056800,907,947,1494,1374,1294,1099
FRAEX38873_v2_000056810,889,821,665,882,1250,879
FRAEX38873_v2_000056820,842,741,1103,751,301,483
FRAEX38873_v2_000056830,2279,2262,2427,1975,1862,1692
FRAEX38873_v2_000056840,174,102,33,87,46,11
FRAEX38873_v2_000056850,4365,2662,868,3187,4316,2954
FRAEX38873_v2_000056860,5455,712,385,465,1524,915
FRAEX38873_v2_000056870,1459,2459,2865,1695,247,2250
FRAEX38873_v2_000056890,471,538,466,573,311,398
FRAEX38873_v2_000056910,307,261,243,228,180,164
FRAEX38873_v2_000056920,0,0,0,0,0,0
FRAEX38873_v2_000056930,0,0,0,0,0,0
FRAEX38873_v2_000056940,1532,1123,1794,1530,775,1680
FRAEX38873_v2_000056950,274,236,465,268,197,127
FRAEX38873_v2_000056960,80,191,127,249,269,314
FRAEX38873_v2_000056970,9,11,25,1,9,31
FRAEX38873_v2_000056980,288,258,291,465,319,406
FRAEX38873_v2_000056990,21,59,18,0,0,0
FRAEX38873_v2_000057000,15,52,82,36,3,17
FRAEX38873_v2_000057010,346,543,447,540,739,737
FRAEX38873_v2_000057020,533,531,864,637,735,870
FRAEX38873_v2_000057030,702,704,619,561,464,494
FRAEX38873_v2_000057040,0,0,0,0,0,0
FRAEX38873_v2_000057050,1179,1221,1101,1446,2209,1399
FRAEX38873_v2_000057060,88,127,107,221,167,71
FRAEX38873_v2_000057070,28,0,21,10,0,3
FRAEX38873_v2_000057080,2432,376,2599,681,216,1781
FRAEX38873_v2_000057100,0,0,0,0,0,0
FRAEX38873_v2_000057110,38,34,84,31,64,57
FRAEX38873_v2_000057120,596,259,515,631,940,610
FRAEX38873_v2_000057130,326,17,8,47,68,37
FRAEX38873_v2_000057180,437,240,764,652,543,1065
FRAEX38873_v2_000057190,0,0,0,0,0,0
FRAEX38873_v2_000057200,1967,2472,2244,2507,2380,3054
FRAEX38873_v2_000057210,258,256,258,284,361,256
FRAEX38873_v2_000057220,76,151,262,282,109,69
FRAEX38873_v2_000057230,202,76,128,214,235,165
FRAEX38873_v2_000057240,265,241,275,325,222,132
FRAEX38873_v2_000057250,0,0,0,0,0,0
FRAEX38873_v2_000057260,138,93,117,248,324,354
FRAEX38873_v2_000057270,742,1156,1414,2005,2383,2353
FRAEX38873_v2_000057280,657,549,496,895,1280,1154
FRAEX38873_v2_000057360,525,674,565,1184,753,1296
FRAEX38873_v2_000057380,71,104,118,98,84,119
FRAEX38873_v2_000057390,684,1036,1747,1056,715,1494
FRAEX38873_v2_000057400,342,304,343,245,121,195
FRAEX38873_v2_000057410,1431,1013,1979,1260,307,727
FRAEX38873_v2_000057420,86,91,80,59,44,56
FRAEX38873_v2_000057440,1472,1240,1135,1813,1731,1074
FRAEX38873_v2_000057450,112,128,163,130,151,112
FRAEX38873_v2_000057460,9,26,12,67,0,0
FRAEX38873_v2_000057470,0,0,0,0,0,0
FRAEX38873_v2_000057480,194,198,362,252,91,90
FRAEX38873_v2_000057490,0,0,0,0,0,0
FRAEX38873_v2_000057500,392,226,260,505,447,472
FRAEX38873_v2_000057510,204,284,196,243,373,211
FRAEX38873_v2_000057520,1153,1173,1486,1445,1169,1345
FRAEX38873_v2_000057530,383,378,429,656,692,911
FRAEX38873_v2_000057540,863,1005,683,748,1265,818
FRAEX38873_v2_000057550,725,771,1356,1473,1261,1264
FRAEX38873_v2_000057560,91,165,174,222,371,232
FRAEX38873_v2_000057570,2150,2391,2532,3509,4160,1884
FRAEX38873_v2_000057580,230,93,579,628,768,956
FRAEX38873_v2_000057590,187,168,257,562,321,416
FRAEX38873_v2_000057600,606,554,497,1043,1369,1140
FRAEX38873_v2_000057640,2,0,18,4,9,15
FRAEX38873_v2_000057660,0,0,0,3,0,0
FRAEX38873_v2_000057670,1,31,38,12,32,20
FRAEX38873_v2_000057680,5589,5403,3168,3146,4867,2349
FRAEX38873_v2_000057690,54,0,21,41,174,79
FRAEX38873_v2_000057700,824,624,1322,678,742,666
FRAEX38873_v2_000057710,7047,6088,8224,6564,4098,5713
FRAEX38873_v2_000057720,19,68,27,23,31,46
FRAEX38873_v2_000057730,0,0,0,0,0,0
FRAEX38873_v2_000057740,431,410,420,537,577,500
FRAEX38873_v2_000057750,1,4,1,6,14,7
FRAEX38873_v2_000057760,0,0,0,0,0,0
FRAEX38873_v2_000057770,1087,881,1074,999,750,746
FRAEX38873_v2_000057780,168,143,51,356,216,284
FRAEX38873_v2_000057790,1846,1213,1704,1404,892,1095
FRAEX38873_v2_000057800,0,0,0,0,0,0
FRAEX38873_v2_000057810,0,5,18,0,0,0
FRAEX38873_v2_000057820,7,6,0,0,3,0
FRAEX38873_v2_000057830,101,56,49,68,72,44
FRAEX38873_v2_000057840,1326,1228,1921,1582,700,1217
FRAEX38873_v2_000057850,4,19,13,17,9,8
FRAEX38873_v2_000057860,1745,1346,2300,2281,1999,1651
FRAEX38873_v2_000057870,100,9,155,29,2,272
FRAEX38873_v2_000057880,3,0,6,2,2,3
FRAEX38873_v2_000057900,331,392,416,486,490,268
FRAEX38873_v2_000057910,179,136,212,182,132,121
FRAEX38873_v2_000057920,146,36,148,155,99,41
FRAEX38873_v2_000057930,818,948,1018,1424,1253,1648
FRAEX38873_v2_000057940,333,287,473,417,227,391
FRAEX38873_v2_000057950,2783,2228,2646,3119,1799,2188
FRAEX38873_v2_000057960,1155,881,1142,994,954,891
FRAEX38873_v2_000058010,228,174,108,101,106,127
FRAEX38873_v2_000058020,1,8,6,3,33,7
FRAEX38873_v2_000058030,531,296,590,368,108,242
FRAEX38873_v2_000058040,205,408,479,922,1225,1285
FRAEX38873_v2_000058050,6,6,1,7,8,8
FRAEX38873_v2_000058060,501,476,583,487,452,477
FRAEX38873_v2_000058070,0,0,0,0,0,0
FRAEX38873_v2_000058080,269,366,338,399,945,338
FRAEX38873_v2_000058090,0,0,0,0,13,2
FRAEX38873_v2_000058110,1263,829,2442,1122,601,928
FRAEX38873_v2_000058120,76,58,112,103,191,278
FRAEX38873_v2_000058130,0,0,5,28,1,0
FRAEX38873_v2_000058140,52,39,69,1184,421,117
FRAEX38873_v2_000058150,776,2998,545,826,2437,397
FRAEX38873_v2_000058160,1,6,1,1,4,3
FRAEX38873_v2_000058170,285,721,198,11625,29971,54771
FRAEX38873_v2_000058190,319,165,249,266,388,416
FRAEX38873_v2_000058200,72,43,31,24,47,6
FRAEX38873_v2_000058210,57,91,145,56,85,83
FRAEX38873_v2_000058230,13,15,7,33,13,14
FRAEX38873_v2_000058250,0,0,0,0,0,0
FRAEX38873_v2_000058260,0,0,0,0,0,0
FRAEX38873_v2_000058270,0,0,0,0,0,0
FRAEX38873_v2_000058280,101,109,150,118,86,91
FRAEX38873_v2_000058290,0,0,0,0,0,0
FRAEX38873_v2_000058300,606,631,742,729,715,679
FRAEX38873_v2_000058310,8,9,5,12,6,26
FRAEX38873_v2_000058320,0,0,0,0,0,0
FRAEX38873_v2_000058730,2654,2709,3471,3164,2099,2749
FRAEX38873_v2_000058740,4449,2882,5326,4186,4002,4101
FRAEX38873_v2_000058750,9,8,9,5,5,6
FRAEX38873_v2_000058760,39,69,33,131,110,92
FRAEX38873_v2_000058770,410,489,356,453,987,1022
FRAEX38873_v2_000058780,437,394,342,523,433,310
FRAEX38873_v2_000058790,0,0,0,0,0,0
FRAEX38873_v2_000058800,1804,2071,2729,1610,1522,1546
FRAEX38873_v2_000058810,2312,3634,3085,3431,1946,562
FRAEX38873_v2_000058820,404,681,908,440,306,880
FRAEX38873_v2_000058830,698,1075,903,479,656,1004
FRAEX38873_v2_000058840,3459,3021,2147,2716,5366,1986
FRAEX38873_v2_000058850,40,156,135,86,54,92
FRAEX38873_v2_000058860,81,57,117,177,171,229
FRAEX38873_v2_000058870,100,46,91,113,252,135
FRAEX38873_v2_000058880,0,0,0,9,1,6
FRAEX38873_v2_000058890,235,247,363,311,155,232
FRAEX38873_v2_000058900,90,110,3676,4,8,573
