Geneid;c1;c2;c3;t1;t2;t3
FRAEX38873_v2_000059090;0;26;67;27;0;15
FRAEX38873_v2_000059100;487;370;504;520;535;474
FRAEX38873_v2_000059110;712;816;1555;1194;571;559
FRAEX38873_v2_000059120;711;974;703;1111;764;1263
FRAEX38873_v2_000059130;8;0;0;14;0;1
FRAEX38873_v2_000059140;2752;1537;2466;4450;5582;5355
FRAEX38873_v2_000059150;191;548;250;819;1068;976
FRAEX38873_v2_000059160;1797;2141;1680;1759;2449;2192
FRAEX38873_v2_000059170;181;77;84;849;1145;293
FRAEX38873_v2_000059180;569;658;1018;411;176;298
FRAEX38873_v2_000059190;749;835;508;1183;874;853
FRAEX38873_v2_000059200;84;28;6;172;55;11
FRAEX38873_v2_000059210;111;21;26;1;7;6
FRAEX38873_v2_000059220;125;252;90;791;533;1678
FRAEX38873_v2_000059230;240;110;197;212;228;173
FRAEX38873_v2_000059240;242;194;315;294;161;254
FRAEX38873_v2_000059250;70;43;44;16;17;30
FRAEX38873_v2_000059260;1189;945;867;1064;1245;1117
FRAEX38873_v2_000059270;185;159;224;73;49;83
FRAEX38873_v2_000059280;164;191;205;268;318;291
FRAEX38873_v2_000059290;2062;2347;2001;1871;2250;2015
FRAEX38873_v2_000059300;33;14;19;27;46;44
FRAEX38873_v2_000059310;3788;2874;3480;1947;1948;2298
FRAEX38873_v2_000059320;1407;2044;1523;2951;3650;2805
FRAEX38873_v2_000059330;515;445;461;549;511;569
FRAEX38873_v2_000059340;0;0;3;6;0;15
FRAEX38873_v2_000059350;11;9;0;37;32;113
FRAEX38873_v2_000059360;1193;957;748;771;1146;1115
FRAEX38873_v2_000059370;1818;2224;2089;1529;1652;1283
FRAEX38873_v2_000059380;622;583;1025;1425;1376;719
FRAEX38873_v2_000059390;21;64;134;11;12;8
FRAEX38873_v2_000059400;0;0;0;181;152;30
FRAEX38873_v2_000059410;0;0;0;0;0;0
FRAEX38873_v2_000059420;2;61;10;27;22;36
FRAEX38873_v2_000059430;0;0;0;0;0;0
FRAEX38873_v2_000059440;228;201;270;309;252;209
FRAEX38873_v2_000059450;0;0;3;0;0;0
FRAEX38873_v2_000059460;661;606;1036;967;747;991
FRAEX38873_v2_000059470;220;257;279;159;113;55
FRAEX38873_v2_000059480;4927;6022;5792;2181;2004;1557
FRAEX38873_v2_000059490;23;91;136;19;6;136
FRAEX38873_v2_000059500;3540;4690;3478;3575;2970;4205
FRAEX38873_v2_000059510;1055;918;714;587;602;745
FRAEX38873_v2_000059650;1580;1966;1885;1769;1326;1616
FRAEX38873_v2_000059660;976;1007;905;645;683;743
FRAEX38873_v2_000059670;75;56;17;178;279;240
FRAEX38873_v2_000059680;1758;1429;1351;995;1427;1118
FRAEX38873_v2_000059690;633;484;477;508;554;620
FRAEX38873_v2_000059700;4;28;22;78;33;60
FRAEX38873_v2_000059710;892;1117;812;2817;4729;3614
FRAEX38873_v2_000059720;137;149;155;242;471;193
FRAEX38873_v2_000059730;0;0;5;0;0;0
FRAEX38873_v2_000059740;8068;6495;7173;9607;10899;10155
FRAEX38873_v2_000059750;98;134;94;88;85;114
FRAEX38873_v2_000059760;0;5;1;0;2;0
FRAEX38873_v2_000059790;21;14;13;29;46;33
FRAEX38873_v2_000059800;280;508;370;352;412;492
FRAEX38873_v2_000059810;709;653;671;671;625;669
FRAEX38873_v2_000059820;0;13;95;77;7;0
FRAEX38873_v2_000059830;0;0;0;0;0;0
FRAEX38873_v2_000059840;8;12;13;5;5;5
FRAEX38873_v2_000059850;0;0;3;7;0;0
FRAEX38873_v2_000059890;2705;697;519;831;142;475
FRAEX38873_v2_000059920;6;4;6;8;11;4
FRAEX38873_v2_000059940;408;633;1494;1254;974;158
FRAEX38873_v2_000059950;0;0;0;0;0;0
FRAEX38873_v2_000059960;9;56;25;56;0;18
FRAEX38873_v2_000059970;6;4;228;36;0;8
FRAEX38873_v2_000059980;0;0;0;0;0;0
FRAEX38873_v2_000059990;389;431;710;952;1445;1116
FRAEX38873_v2_000060000;692;778;701;736;565;734
FRAEX38873_v2_000060010;1286;1158;1367;1298;1349;1264
FRAEX38873_v2_000060020;469;436;399;338;420;464
FRAEX38873_v2_000060030;601;761;834;115;179;140
FRAEX38873_v2_000060040;2113;1693;1970;750;855;553
FRAEX38873_v2_000060050;0;6;6;40;15;98
FRAEX38873_v2_000060060;69;32;108;441;5242;36
FRAEX38873_v2_000060090;0;0;0;3;2;0
FRAEX38873_v2_000060100;0;94;31;25;14;7
FRAEX38873_v2_000060110;0;20;13;0;1;38
FRAEX38873_v2_000060140;157;112;86;17;60;27
FRAEX38873_v2_000060150;7;18;18;33;7;18
FRAEX38873_v2_000060160;2420;2166;3753;3475;2743;1700
FRAEX38873_v2_000060170;212;8;134;31;27;63
FRAEX38873_v2_000060180;881;594;915;309;282;369
FRAEX38873_v2_000060190;4658;5590;4355;6698;5739;6528
FRAEX38873_v2_000060200;402;657;629;739;1241;1150
FRAEX38873_v2_000060330;3000;2442;2439;2780;2654;2130
FRAEX38873_v2_000060340;820;593;823;361;281;436
FRAEX38873_v2_000060350;2;0;1;2;0;4
FRAEX38873_v2_000060360;171;210;102;649;882;428
FRAEX38873_v2_000060370;29;16;12;0;5;3
FRAEX38873_v2_000060380;795;705;628;715;717;828
FRAEX38873_v2_000060390;383;288;322;412;811;617
FRAEX38873_v2_000060410;8398;6386;6467;3711;4047;5020
FRAEX38873_v2_000060420;6327;10064;11221;7463;5222;4466
FRAEX38873_v2_000060430;1548;1303;1421;1684;1433;2291
FRAEX38873_v2_000060440;41;13;31;4;13;29
FRAEX38873_v2_000060450;575;585;600;478;397;434
FRAEX38873_v2_000060470;0;0;0;1;3;0
FRAEX38873_v2_000060480;211;179;416;439;519;192
FRAEX38873_v2_000060490;2177;1442;1963;933;1259;1154
FRAEX38873_v2_000060500;121;228;263;196;158;265
FRAEX38873_v2_000060530;639;922;1024;1699;4941;197
FRAEX38873_v2_000060540;4;105;1500;193;2017;95
FRAEX38873_v2_000060550;0;0;0;0;0;0
FRAEX38873_v2_000060560;21;3;85;114;276;20
FRAEX38873_v2_000060570;32;58;61;55;60;18
FRAEX38873_v2_000060580;184;148;81;68;76;79
FRAEX38873_v2_000060590;1999;3372;3662;3699;3349;3045
FRAEX38873_v2_000060600;395;308;235;241;145;264
FRAEX38873_v2_000060620;1;0;2;728;9217;16
FRAEX38873_v2_000060630;0;0;14;12204;96619;201
FRAEX38873_v2_000060650;0;15;84;83;10;7
FRAEX38873_v2_000060660;17;0;2;2;8;0
FRAEX38873_v2_000060670;512;643;559;649;804;829
FRAEX38873_v2_000060680;700;323;874;241;99;102
FRAEX38873_v2_000060690;338;228;253;184;232;255
FRAEX38873_v2_000060700;78;39;74;35;30;12
FRAEX38873_v2_000060710;167;241;233;449;421;360
FRAEX38873_v2_000060720;0;0;0;0;0;0
FRAEX38873_v2_000060730;0;0;0;3;0;4
FRAEX38873_v2_000060740;95;2;211;77;137;35
FRAEX38873_v2_000060750;911;990;1080;656;657;629
FRAEX38873_v2_000060760;2468;2336;6431;4772;1032;2878
FRAEX38873_v2_000060770;472;68;167;350;26;269
FRAEX38873_v2_000060780;0;0;0;0;0;2
FRAEX38873_v2_000060790;13;7;8;59;341;18
FRAEX38873_v2_000060800;0;0;3;1;0;0
FRAEX38873_v2_000060810;0;0;4;12;19;1
FRAEX38873_v2_000060820;0;0;0;0;0;0
FRAEX38873_v2_000060830;7;4;0;9;1;19
FRAEX38873_v2_000060850;213;218;322;334;238;340
FRAEX38873_v2_000060860;0;0;0;0;0;15
FRAEX38873_v2_000060870;383;329;294;219;192;196
FRAEX38873_v2_000060880;707;727;892;615;697;845
FRAEX38873_v2_000060900;0;0;9;0;0;5
FRAEX38873_v2_000060910;103;88;114;143;197;123
FRAEX38873_v2_000061050;0;0;0;0;0;0
FRAEX38873_v2_000061060;360;298;962;3517;7390;534
FRAEX38873_v2_000061070;0;1;0;0;0;0
FRAEX38873_v2_000061080;0;0;0;0;0;0
FRAEX38873_v2_000061100;8668;8865;7940;12329;9843;7531
FRAEX38873_v2_000061110;767;1132;734;1444;1604;2053
FRAEX38873_v2_000061120;524;263;251;169;250;215
FRAEX38873_v2_000061130;42;149;42;493;128;717
FRAEX38873_v2_000061140;453;175;330;216;251;267
FRAEX38873_v2_000061150;391;299;270;512;337;458
FRAEX38873_v2_000061160;0;0;0;0;6;71
FRAEX38873_v2_000061170;1319;1121;1064;778;742;916
FRAEX38873_v2_000061180;0;0;0;17;5;0
FRAEX38873_v2_000061190;330;198;257;334;227;311
FRAEX38873_v2_000061200;11;31;28;5;19;14
FRAEX38873_v2_000061210;1470;1306;1287;1058;1100;1160
FRAEX38873_v2_000061220;0;0;0;0;0;1
FRAEX38873_v2_000061230;658;610;473;746;995;667
FRAEX38873_v2_000061240;215;243;265;277;442;254
FRAEX38873_v2_000061250;0;0;1;259;792;320
FRAEX38873_v2_000061260;1317;1026;1154;1071;1354;1139
FRAEX38873_v2_000061270;349;692;733;238;77;337
FRAEX38873_v2_000061280;0;0;0;0;0;0
FRAEX38873_v2_000061290;0;0;0;0;0;0
FRAEX38873_v2_000061310;385;357;295;327;313;316
FRAEX38873_v2_000061320;0;10;55;23;35;9
FRAEX38873_v2_000061330;469;353;406;209;187;178
FRAEX38873_v2_000061340;623;706;985;574;960;693
FRAEX38873_v2_000061360;89;133;70;71;35;209
FRAEX38873_v2_000061370;432;393;463;460;474;571
FRAEX38873_v2_000061380;330;373;357;482;697;482
FRAEX38873_v2_000061390;280;228;234;31;3;41
FRAEX38873_v2_000061400;240;182;195;232;270;248
FRAEX38873_v2_000061410;6511;5631;3908;3689;4707;3948
FRAEX38873_v2_000061420;76;34;32;8;20;26
FRAEX38873_v2_000061430;0;16;1;63;20;127
FRAEX38873_v2_000061440;964;995;1188;1768;2129;1851
FRAEX38873_v2_000061450;0;0;0;1;72;17
FRAEX38873_v2_000061460;0;0;0;0;0;0
FRAEX38873_v2_000061470;598;486;563;492;715;730
FRAEX38873_v2_000061500;387;548;421;323;145;848
FRAEX38873_v2_000061510;2974;2660;2967;1920;2134;1889
FRAEX38873_v2_000061520;553;603;612;738;794;782
FRAEX38873_v2_000061530;1919;1454;1966;2184;2107;2341
FRAEX38873_v2_000061540;790;633;685;779;829;642
FRAEX38873_v2_000061550;830;904;817;610;862;763
FRAEX38873_v2_000061560;1182;1642;1383;1096;938;1500
FRAEX38873_v2_000061570;0;0;0;0;0;0
FRAEX38873_v2_000061580;0;0;0;0;0;0
FRAEX38873_v2_000061590;73;147;125;10;5;146
FRAEX38873_v2_000061600;88;30;29;234;123;69
FRAEX38873_v2_000061610;264;109;70;173;63;92
FRAEX38873_v2_000061620;124;19;1541;572;9123;28
FRAEX38873_v2_000061630;472;242;340;317;564;414
FRAEX38873_v2_000061650;0;6;0;9;5;17
FRAEX38873_v2_000061660;2259;1575;1519;869;1139;1250
FRAEX38873_v2_000061670;349;290;153;184;263;239
FRAEX38873_v2_000061680;0;0;0;0;0;0
FRAEX38873_v2_000061690;2082;2433;2254;2093;2038;1812
FRAEX38873_v2_000061700;731;602;717;1154;1596;1391
FRAEX38873_v2_000061710;124;126;151;120;131;201
FRAEX38873_v2_000061720;0;0;0;0;0;0
FRAEX38873_v2_000061730;393;249;390;456;325;373
FRAEX38873_v2_000061740;4581;4879;4818;3723;4587;3411
FRAEX38873_v2_000061910;6053;832;3068;605;75;1065
FRAEX38873_v2_000061920;926;973;988;1675;1711;1705
FRAEX38873_v2_000061930;0;6;2;5;10;4
FRAEX38873_v2_000061940;5570;4088;4392;2247;3512;3209
FRAEX38873_v2_000061950;0;0;0;0;0;0
FRAEX38873_v2_000061960;0;0;0;0;0;0
FRAEX38873_v2_000061970;26;72;33;28;53;133
FRAEX38873_v2_000061980;6;42;6;127;226;76
FRAEX38873_v2_000061990;1686;1336;1931;1901;1219;1413
FRAEX38873_v2_000062000;35;13;22;36;25;59
FRAEX38873_v2_000062010;1621;1709;1289;1722;2013;2127
FRAEX38873_v2_000062020;490;451;528;733;676;681
FRAEX38873_v2_000062050;108;58;62;21;31;30
FRAEX38873_v2_000062060;45;54;32;13;35;16
FRAEX38873_v2_000062070;1455;1359;1865;1212;949;898
FRAEX38873_v2_000062080;192;19;0;516;411;99
FRAEX38873_v2_000062090;2317;1881;1999;1616;1586;1265
FRAEX38873_v2_000062100;1130;1803;3172;1208;597;731
FRAEX38873_v2_000062110;1296;1038;1136;433;397;433
FRAEX38873_v2_000062120;200;458;140;304;336;515
FRAEX38873_v2_000062130;453;511;391;454;483;395
FRAEX38873_v2_000062140;0;0;0;0;0;0
FRAEX38873_v2_000062150;10;0;1;15;0;1
FRAEX38873_v2_000062160;21;309;848;770;17;182
FRAEX38873_v2_000062170;0;0;0;0;0;0
FRAEX38873_v2_000062180;0;0;0;0;0;0
FRAEX38873_v2_000062190;0;0;0;0;0;0
FRAEX38873_v2_000062200;170;177;136;157;87;71
FRAEX38873_v2_000062210;2903;4632;4269;4359;3441;5189
FRAEX38873_v2_000062220;2;27;2;30;0;2
FRAEX38873_v2_000062230;0;0;0;0;0;0
FRAEX38873_v2_000062240;129;103;80;67;182;138
FRAEX38873_v2_000062250;444;313;546;279;197;208
FRAEX38873_v2_000062260;319;143;147;339;296;263
FRAEX38873_v2_000062270;4;6;11;118;60;48
FRAEX38873_v2_000062280;133;415;454;603;484;790
FRAEX38873_v2_000062290;10;59;32;74;68;152
FRAEX38873_v2_000062300;26;53;65;125;96;219
FRAEX38873_v2_000062310;5;20;18;71;35;91
FRAEX38873_v2_000062320;11;7;11;34;20;25
FRAEX38873_v2_000062340;389;566;393;818;970;879
FRAEX38873_v2_000062350;13;10;12;2;3;43
FRAEX38873_v2_000062360;20;37;21;70;33;38
FRAEX38873_v2_000062370;6;21;40;59;60;60
FRAEX38873_v2_000062400;0;0;1;0;3;0
FRAEX38873_v2_000062410;460;645;481;877;1307;1180
FRAEX38873_v2_000062420;520;282;483;230;279;317
FRAEX38873_v2_000062430;397;289;146;502;587;441
FRAEX38873_v2_000062440;848;1066;783;1044;1038;967
FRAEX38873_v2_000062450;226;163;198;166;196;203
FRAEX38873_v2_000062460;22;47;155;96;43;78
FRAEX38873_v2_000062470;0;0;6;1;1;0
FRAEX38873_v2_000062480;1065;854;751;1011;958;1077
FRAEX38873_v2_000062490;18;12;8;14;0;2
FRAEX38873_v2_000062500;0;0;0;15;0;30
FRAEX38873_v2_000062510;47;77;34;113;86;106
FRAEX38873_v2_000062520;266;897;1134;2859;1251;2855
FRAEX38873_v2_000062530;0;0;0;0;0;0
FRAEX38873_v2_000062540;0;0;0;0;0;0
FRAEX38873_v2_000062550;3;0;3;1;2;9
FRAEX38873_v2_000062560;0;0;0;0;0;0
FRAEX38873_v2_000062570;2046;1684;2013;800;714;775
FRAEX38873_v2_000062710;0;0;0;5;22;0
FRAEX38873_v2_000062720;920;793;779;806;855;604
FRAEX38873_v2_000062730;376;398;349;354;699;553
FRAEX38873_v2_000062740;553;521;426;408;433;372
FRAEX38873_v2_000062750;7191;6967;5632;3837;5063;4576
FRAEX38873_v2_000062760;99;45;132;66;108;136
FRAEX38873_v2_000062770;10;5;4;5;23;5
FRAEX38873_v2_000062780;6171;5318;4576;1621;1625;1904
FRAEX38873_v2_000062790;339;415;448;912;1091;669
FRAEX38873_v2_000062800;0;0;0;0;0;0
FRAEX38873_v2_000062810;0;1;0;1;3;10
FRAEX38873_v2_000062820;0;1;4;16;6;6
FRAEX38873_v2_000062830;5021;4382;3263;3505;3213;4205
FRAEX38873_v2_000062850;55;270;199;419;123;290
FRAEX38873_v2_000062860;0;1;0;0;7;27
FRAEX38873_v2_000062870;120;120;121;110;185;133
FRAEX38873_v2_000062880;468;492;474;308;303;397
FRAEX38873_v2_000062890;168;84;95;117;134;169
FRAEX38873_v2_000062900;6;6;177;8975;61153;1095
FRAEX38873_v2_000062910;284;248;277;408;454;323
FRAEX38873_v2_000062920;0;0;0;0;0;0
FRAEX38873_v2_000062930;0;0;0;552;4533;1213
FRAEX38873_v2_000062940;795;1302;1266;1147;1367;1119
FRAEX38873_v2_000062950;669;821;615;753;1063;868
FRAEX38873_v2_000062960;385;394;268;261;282;355
FRAEX38873_v2_000062980;2;15;10;12;0;8
FRAEX38873_v2_000062990;7609;9016;4822;26;10;13
FRAEX38873_v2_000063000;473;345;333;332;392;333
FRAEX38873_v2_000063010;0;0;0;0;0;0
FRAEX38873_v2_000063020;154;138;76;171;104;96
FRAEX38873_v2_000063030;0;0;2;0;5;0
FRAEX38873_v2_000063040;0;0;0;0;0;0
FRAEX38873_v2_000063060;0;0;0;0;1;0
FRAEX38873_v2_000063080;330;381;394;471;537;528
FRAEX38873_v2_000063090;961;944;792;622;873;616
FRAEX38873_v2_000063100;23;2;0;80;63;20
FRAEX38873_v2_000063110;6;0;1;72;186;2
FRAEX38873_v2_000063130;0;0;0;0;0;0
FRAEX38873_v2_000063140;6938;5803;7571;2262;2600;2612
FRAEX38873_v2_000063150;1454;1317;1667;1826;1175;1224
FRAEX38873_v2_000063170;727;481;532;520;677;754
FRAEX38873_v2_000063180;874;887;767;582;647;610
FRAEX38873_v2_000063190;322;390;406;353;352;350
FRAEX38873_v2_000063200;3002;3563;3738;2149;2052;2442
FRAEX38873_v2_000063210;1719;1965;1687;1326;936;1246
FRAEX38873_v2_000063220;65;40;160;156;68;66
FRAEX38873_v2_000063230;1884;1575;1966;4329;4258;3257
FRAEX38873_v2_000063240;0;0;150;37;182;1
FRAEX38873_v2_000063250;563;598;618;621;504;638
FRAEX38873_v2_000063260;1001;770;826;514;423;438
FRAEX38873_v2_000063270;11;14;67;92;71;242
FRAEX38873_v2_000063280;2374;1937;2075;636;456;371
FRAEX38873_v2_000063290;255;263;255;325;320;253
FRAEX38873_v2_000063300;886;1032;1058;973;888;959
FRAEX38873_v2_000063310;480;438;300;539;662;932
FRAEX38873_v2_000063320;0;0;0;0;23;0
FRAEX38873_v2_000063330;2396;2063;2573;2233;1672;1612
FRAEX38873_v2_000063350;146;92;112;196;298;252
FRAEX38873_v2_000063360;0;0;0;0;0;0
FRAEX38873_v2_000063370;0;0;0;0;0;0
FRAEX38873_v2_000063460;14;179;350;6;0;26
FRAEX38873_v2_000063470;2759;1205;1581;1540;1656;1240
FRAEX38873_v2_000063480;13;39;10;49;26;69
FRAEX38873_v2_000063490;282;309;379;432;436;576
FRAEX38873_v2_000063500;1666;1385;1624;1149;1082;1041
FRAEX38873_v2_000063510;407;438;235;199;141;554
FRAEX38873_v2_000063520;0;0;0;0;0;0
FRAEX38873_v2_000063530;217;322;392;278;224;295
FRAEX38873_v2_000063540;45;0;52;218;60;27
FRAEX38873_v2_000063550;91;138;49;72;89;63
FRAEX38873_v2_000063560;411;157;178;302;153;322
FRAEX38873_v2_000063570;739;491;609;1315;1285;1621
FRAEX38873_v2_000063580;676;751;939;908;1458;1347
FRAEX38873_v2_000063590;63;108;110;85;76;129
FRAEX38873_v2_000063610;20;16;11;3;15;14
FRAEX38873_v2_000063640;579;194;303;541;421;592
FRAEX38873_v2_000063650;153;123;84;883;822;833
FRAEX38873_v2_000063660;0;0;0;0;0;0
FRAEX38873_v2_000063670;354;348;204;246;183;241
FRAEX38873_v2_000063680;0;0;0;0;0;0
FRAEX38873_v2_000063690;386;285;425;618;457;221
FRAEX38873_v2_000063710;0;3;9;2;7;3
FRAEX38873_v2_000063720;5;7;0;5;1;3
FRAEX38873_v2_000063740;1376;1327;1140;559;444;622
FRAEX38873_v2_000063750;1242;1433;1294;1357;1712;1135
FRAEX38873_v2_000063770;25;23;8;13;4;14
FRAEX38873_v2_000063780;0;11;31;127;34;89
FRAEX38873_v2_000063790;290;279;287;125;190;164
FRAEX38873_v2_000063800;0;0;0;0;0;0
FRAEX38873_v2_000063810;95;237;132;45;16;211
FRAEX38873_v2_000063830;0;2;0;8;4;23
FRAEX38873_v2_000063840;0;1;0;13;16;3
FRAEX38873_v2_000063850;25;7;19;64;48;42
FRAEX38873_v2_000063860;472;371;615;309;327;480
FRAEX38873_v2_000063870;0;0;0;0;0;4
FRAEX38873_v2_000063880;0;5;5;0;6;0
FRAEX38873_v2_000063890;1556;1269;1244;658;610;835
FRAEX38873_v2_000063900;4862;5373;5189;4500;5057;4170
FRAEX38873_v2_000063910;996;710;1119;946;948;978
FRAEX38873_v2_000063920;5799;4548;5108;4629;4192;3585
FRAEX38873_v2_000063930;128;159;260;1299;3568;166
FRAEX38873_v2_000063940;927;923;640;627;879;697
FRAEX38873_v2_000063950;0;5;0;2;5;13
FRAEX38873_v2_000063960;33;4;17;75;68;81
FRAEX38873_v2_000063970;0;0;4;14;91;0
FRAEX38873_v2_000063980;134;145;101;80;46;51
FRAEX38873_v2_000063990;1628;1831;1754;1229;1353;1524
FRAEX38873_v2_000064000;0;1;34;170;384;97
FRAEX38873_v2_000064010;120;238;234;276;276;330
FRAEX38873_v2_000064020;56;76;120;345;1048;202
FRAEX38873_v2_000064030;0;0;0;0;0;0
FRAEX38873_v2_000064050;12;16;37;57;52;75
FRAEX38873_v2_000064060;0;0;0;1;18;0
FRAEX38873_v2_000064340;9;64;9;28;1;31
FRAEX38873_v2_000064350;0;0;0;0;0;0
FRAEX38873_v2_000064360;0;0;0;0;0;3
FRAEX38873_v2_000064370;2094;1665;2389;1695;1462;1346
FRAEX38873_v2_000064380;0;11;3;7;0;5
FRAEX38873_v2_000064390;114;126;94;120;207;175
FRAEX38873_v2_000064400;952;602;332;2395;1263;4232
FRAEX38873_v2_000064410;7;2;1;34;41;98
FRAEX38873_v2_000064420;4320;3483;3558;2740;3794;3003
FRAEX38873_v2_000064430;0;1;0;0;0;0
FRAEX38873_v2_000064440;135;133;120;147;169;173
FRAEX38873_v2_000064450;109;130;77;68;108;75
FRAEX38873_v2_000064460;4087;4097;4260;3229;4233;3877
FRAEX38873_v2_000064470;0;0;5;0;0;0
FRAEX38873_v2_000064480;0;0;0;0;0;0
FRAEX38873_v2_000064490;0;0;0;0;0;0
FRAEX38873_v2_000064500;0;0;0;0;0;0
FRAEX38873_v2_000064510;774;653;567;648;765;595
FRAEX38873_v2_000064520;584;580;805;743;688;680
FRAEX38873_v2_000064550;0;0;0;8;0;12
FRAEX38873_v2_000064560;0;0;0;0;0;0
FRAEX38873_v2_000064570;4287;3057;3437;2461;2902;2987
FRAEX38873_v2_000064580;388;387;485;321;326;296
FRAEX38873_v2_000064590;163;131;283;58;132;85
FRAEX38873_v2_000064600;105;108;90;34;20;89
FRAEX38873_v2_000064610;0;0;0;0;0;0
FRAEX38873_v2_000064620;317;185;219;153;161;114
FRAEX38873_v2_000064630;18;0;28;0;0;2
FRAEX38873_v2_000064640;3;0;8;12;6;18
FRAEX38873_v2_000064650;42;27;10;5;4;12
FRAEX38873_v2_000064660;422;429;414;293;426;416
FRAEX38873_v2_000064670;118;81;87;128;93;103
FRAEX38873_v2_000064680;555;666;399;848;599;665
FRAEX38873_v2_000064690;413;521;422;694;772;737
FRAEX38873_v2_000064700;0;0;0;363;4;0
FRAEX38873_v2_000064710;621;520;469;512;469;464
FRAEX38873_v2_000064720;51;58;62;323;362;1060
FRAEX38873_v2_000064730;0;4;5;2;0;2
FRAEX38873_v2_000064740;1129;1082;1966;2101;1603;2134
FRAEX38873_v2_000064750;0;0;0;54;57;25
FRAEX38873_v2_000064760;12;58;2;38;23;99
FRAEX38873_v2_000064770;197;284;188;300;318;299
FRAEX38873_v2_000064780;246;182;217;137;114;116
FRAEX38873_v2_000064790;147;142;219;181;21;75
FRAEX38873_v2_000064800;1705;1560;1781;1582;1366;1562
FRAEX38873_v2_000064810;0;0;0;0;0;0
FRAEX38873_v2_000064820;336;254;274;284;488;328
FRAEX38873_v2_000064830;13;6;1;11;6;46
FRAEX38873_v2_000064840;0;5;9;2;5;1
FRAEX38873_v2_000064850;4;0;0;9;20;24
FRAEX38873_v2_000064860;151;204;149;175;182;207
FRAEX38873_v2_000064870;0;28;33;39;12;17
FRAEX38873_v2_000064880;700;446;546;171;223;212
FRAEX38873_v2_000064890;1976;1759;1695;873;1080;929
FRAEX38873_v2_000064900;855;500;421;849;425;1060
FRAEX38873_v2_000064910;645;466;501;669;499;639
FRAEX38873_v2_000064920;121;148;79;207;194;150
FRAEX38873_v2_000064930;1301;1585;1697;1710;1374;1415
FRAEX38873_v2_000064940;1239;800;890;1190;1361;1173
FRAEX38873_v2_000064950;38;96;48;378;706;456
FRAEX38873_v2_000064960;0;0;0;9;13;20
FRAEX38873_v2_000064970;8;32;3;14;11;9
FRAEX38873_v2_000064980;35;6;36;19;27;29
FRAEX38873_v2_000064990;1398;930;3046;2954;3349;2426
FRAEX38873_v2_000065000;0;0;0;0;0;0
FRAEX38873_v2_000065010;80;100;57;148;89;69
FRAEX38873_v2_000065020;6;1;4;0;0;0
FRAEX38873_v2_000065030;201;179;130;407;582;289
FRAEX38873_v2_000065040;754;718;673;876;682;1232
FRAEX38873_v2_000065050;8;50;10;14;61;70
FRAEX38873_v2_000065060;84;110;101;101;88;78
FRAEX38873_v2_000065070;0;0;0;0;2;0
FRAEX38873_v2_000065080;0;0;0;0;0;0
FRAEX38873_v2_000065180;750;1170;665;4025;1973;4708
FRAEX38873_v2_000065210;532;434;432;227;235;340
FRAEX38873_v2_000065220;1935;2536;3335;1253;289;689
FRAEX38873_v2_000065230;1499;1578;1453;989;1342;1073
FRAEX38873_v2_000065260;640;602;2129;871;131;276
FRAEX38873_v2_000065270;15;2;1323;12;0;48
FRAEX38873_v2_000065280;601;421;697;376;281;378
FRAEX38873_v2_000065290;3;4;0;67;195;81
FRAEX38873_v2_000065300;2407;1809;3654;3120;2021;1786
FRAEX38873_v2_000065310;128;368;184;907;117;869
FRAEX38873_v2_000065320;481;1053;569;820;531;762
FRAEX38873_v2_000065330;116;212;83;104;188;223
FRAEX38873_v2_000065340;224;269;222;478;594;427
FRAEX38873_v2_000065350;1897;1297;1694;1272;2148;2115
FRAEX38873_v2_000065370;0;0;0;0;0;0
FRAEX38873_v2_000065380;8;4;7;0;0;6
FRAEX38873_v2_000065390;0;0;0;0;0;0
FRAEX38873_v2_000065400;3978;3172;3524;2537;2385;2223
FRAEX38873_v2_000065410;199;214;185;149;145;135
FRAEX38873_v2_000065420;896;665;578;2767;607;557
FRAEX38873_v2_000065430;0;0;5;0;0;0
FRAEX38873_v2_000065440;4139;4152;2916;2553;4379;4662
FRAEX38873_v2_000065450;0;16;13;36;6;66
FRAEX38873_v2_000065470;103;89;95;145;70;126
FRAEX38873_v2_000065480;207;181;176;317;464;301
FRAEX38873_v2_000065490;3100;3049;2267;3178;4377;3710
FRAEX38873_v2_000065500;716;843;749;1103;1092;1216
FRAEX38873_v2_000065510;0;0;0;3;0;2
FRAEX38873_v2_000065520;177;218;169;202;219;188
FRAEX38873_v2_000065530;11064;8610;14683;6005;2646;3346
FRAEX38873_v2_000065540;2;409;396;425;285;717
FRAEX38873_v2_000065550;940;987;779;788;1181;819
FRAEX38873_v2_000065560;745;896;867;1099;1898;1366
FRAEX38873_v2_000065570;0;0;0;0;0;0
FRAEX38873_v2_000065580;144;171;198;127;66;132
FRAEX38873_v2_000065590;428;347;319;324;383;358
FRAEX38873_v2_000065600;162;149;117;172;178;237
FRAEX38873_v2_000065630;979;1015;882;841;979;814
FRAEX38873_v2_000065640;285;37;182;347;69;160
FRAEX38873_v2_000065650;434;475;428;277;282;329
FRAEX38873_v2_000065660;3617;2953;3185;5538;4615;4913
FRAEX38873_v2_000065670;2312;2285;2017;3549;4001;3200
FRAEX38873_v2_000065680;0;0;0;0;0;0
FRAEX38873_v2_000065710;503;450;537;674;814;423
FRAEX38873_v2_000065720;361;280;345;769;688;967
FRAEX38873_v2_000065730;425;384;330;272;253;266
