Geneid;c1;c2;c3;t1;t2;t3
FRAEX38873_v2_000307050;195;218;276;112;150;154
FRAEX38873_v2_000307060;0;0;0;0;0;0
FRAEX38873_v2_000307130;4961;4653;4301;4407;5533;4462
FRAEX38873_v2_000307140;26;133;69;274;390;674
FRAEX38873_v2_000307150;0;0;5;0;0;3
FRAEX38873_v2_000307170;597;232;403;186;48;222
FRAEX38873_v2_000307350;10;39;5;21;7;1
FRAEX38873_v2_000307370;916;1751;2003;3127;910;2163
FRAEX38873_v2_000307390;0;0;0;0;38;0
FRAEX38873_v2_000307400;25;6;7;14;2;8
FRAEX38873_v2_000307490;0;0;0;30;101;13
FRAEX38873_v2_000307500;0;0;0;0;0;0
FRAEX38873_v2_000307510;0;0;0;0;0;0
FRAEX38873_v2_000307580;14;196;42;787;25;236
FRAEX38873_v2_000307590;2;0;1;0;0;0
FRAEX38873_v2_000307610;0;0;0;0;0;0
FRAEX38873_v2_000307620;825;536;548;757;1010;1041
FRAEX38873_v2_000307630;247;405;571;252;119;193
FRAEX38873_v2_000307640;0;0;0;0;11;6
FRAEX38873_v2_000307650;2014;1854;1968;1955;2241;2042
FRAEX38873_v2_000307660;1392;1339;1513;773;819;590
FRAEX38873_v2_000307670;8;130;321;354;14;79
FRAEX38873_v2_000307680;29;83;25;23;73;12
FRAEX38873_v2_000307690;2505;2473;2307;3468;4321;3390
FRAEX38873_v2_000307740;171;111;116;122;53;62
FRAEX38873_v2_000307830;28;47;28;9;8;21
FRAEX38873_v2_000307850;0;0;0;0;0;0
FRAEX38873_v2_000307960;0;0;0;1;1;0
FRAEX38873_v2_000307980;215;179;291;131;139;214
FRAEX38873_v2_000308140;45;172;90;136;128;472
FRAEX38873_v2_000308190;0;0;0;0;8;4
FRAEX38873_v2_000308200;217;293;228;241;293;174
FRAEX38873_v2_000308210;1;0;7;0;0;0
FRAEX38873_v2_000308320;22;90;55;14;6;11
FRAEX38873_v2_000308490;79;121;107;102;128;88
FRAEX38873_v2_000308510;20;7;27;14;10;9
FRAEX38873_v2_000308840;0;0;0;0;0;0
FRAEX38873_v2_000308850;0;0;0;0;0;1
FRAEX38873_v2_000308970;0;9;13;12;14;12
FRAEX38873_v2_000309050;0;0;0;0;0;0
FRAEX38873_v2_000309130;0;3;0;0;0;1
FRAEX38873_v2_000309140;345;581;343;586;590;564
FRAEX38873_v2_000309420;0;62;0;0;0;0
FRAEX38873_v2_000309430;371;445;325;452;373;500
FRAEX38873_v2_000309460;229;711;1358;2240;2646;1744
FRAEX38873_v2_000309500;6;1;0;0;8;7
FRAEX38873_v2_000309520;0;0;0;0;1;0
FRAEX38873_v2_000309790;3;1;0;6;0;2
FRAEX38873_v2_000309820;9;10;39;18;2;25
FRAEX38873_v2_000309830;0;0;0;0;0;0
FRAEX38873_v2_000309850;152;347;965;524;1106;256
FRAEX38873_v2_000309840;196;63;109;84;79;42
FRAEX38873_v2_000309860;46;0;26;0;2;0
FRAEX38873_v2_000309890;3;0;0;0;0;0
FRAEX38873_v2_000309910;0;0;0;0;0;0
FRAEX38873_v2_000309930;2;1;7;3;5;5
FRAEX38873_v2_000309940;0;0;0;0;3;0
FRAEX38873_v2_000310300;10;27;15;187;16;27
FRAEX38873_v2_000310320;2;1;5;1;8;8
FRAEX38873_v2_000310360;0;0;0;0;0;0
FRAEX38873_v2_000310400;265;294;237;166;233;184
FRAEX38873_v2_000310500;39;61;26;62;93;48
FRAEX38873_v2_000310530;0;0;0;20;116;2
FRAEX38873_v2_000310560;0;0;0;9;4;0
FRAEX38873_v2_000310610;11;16;11;21;29;76
FRAEX38873_v2_000310620;0;0;0;0;18;2
FRAEX38873_v2_000310730;1613;1318;2532;509;322;453
FRAEX38873_v2_000310910;0;0;0;0;0;0
FRAEX38873_v2_000310940;87;28;63;7;57;47
FRAEX38873_v2_000310950;18;81;320;300;204;316
FRAEX38873_v2_000311190;0;0;0;1;0;0
FRAEX38873_v2_000311200;53;80;88;73;44;56
FRAEX38873_v2_000311210;1;1;1;1;0;0
FRAEX38873_v2_000311240;0;0;4;3;4;0
FRAEX38873_v2_000311260;2;30;18;12;1;0
FRAEX38873_v2_000311270;0;1;1;0;0;0
FRAEX38873_v2_000311330;42;21;14;25;42;29
FRAEX38873_v2_000311650;7;4;54;14;1;0
FRAEX38873_v2_000311660;14;0;0;0;0;0
FRAEX38873_v2_000311670;95;70;51;45;50;98
FRAEX38873_v2_000311680;2;6;7;2;9;19
FRAEX38873_v2_000311690;0;0;0;0;0;0
FRAEX38873_v2_000311700;781;711;1148;808;705;893
FRAEX38873_v2_000311710;0;4;1;8;0;9
FRAEX38873_v2_000311830;517;458;437;564;674;542
FRAEX38873_v2_000311840;150;82;145;143;367;84
FRAEX38873_v2_000311850;0;0;0;1;0;0
FRAEX38873_v2_000311870;0;0;0;0;5;13
FRAEX38873_v2_000311920;0;0;0;0;0;0
FRAEX38873_v2_000312000;20;2;15;4;1;0
FRAEX38873_v2_000312050;0;0;0;0;0;0
FRAEX38873_v2_000312060;16;24;167;717;601;542
FRAEX38873_v2_000312070;15;101;212;184;37;126
FRAEX38873_v2_000312080;433;461;330;1093;470;428
FRAEX38873_v2_000312090;130;179;181;506;594;337
FRAEX38873_v2_000312100;631;691;848;513;365;517
FRAEX38873_v2_000312110;364;104;387;110;118;84
FRAEX38873_v2_000312120;48;1;4;210;106;112
FRAEX38873_v2_000312130;3726;3732;2296;5807;3849;5071
FRAEX38873_v2_000312140;0;0;0;0;0;0
FRAEX38873_v2_000312150;65;49;36;229;78;98
FRAEX38873_v2_000312160;858;1055;1211;1165;372;533
FRAEX38873_v2_000312170;58;56;49;712;214;304
FRAEX38873_v2_000312200;0;0;0;0;0;0
FRAEX38873_v2_000312300;0;0;0;0;2;0
FRAEX38873_v2_000312420;116;102;100;50;76;106
FRAEX38873_v2_000312430;0;0;0;0;0;0
FRAEX38873_v2_000312440;65;36;45;15;0;32
FRAEX38873_v2_000312450;3;0;0;0;0;1
FRAEX38873_v2_000312480;0;0;0;0;0;0
FRAEX38873_v2_000312490;2483;3155;5455;7894;5148;5233
FRAEX38873_v2_000312630;80;36;53;123;38;85
FRAEX38873_v2_000312680;4671;2009;4091;1351;1298;1138
FRAEX38873_v2_000312790;4;5;2;0;0;0
FRAEX38873_v2_000312800;85;46;80;42;26;29
FRAEX38873_v2_000313080;0;0;0;0;1;4
FRAEX38873_v2_000313090;0;13;0;71;6;0
FRAEX38873_v2_000313100;0;0;0;0;0;0
FRAEX38873_v2_000313110;4;3;0;23;5;25
FRAEX38873_v2_000313120;15;5;13;8;26;29
FRAEX38873_v2_000313130;1391;1573;1474;1004;934;1006
FRAEX38873_v2_000313140;0;0;0;0;0;0
FRAEX38873_v2_000313410;0;0;2;0;0;0
FRAEX38873_v2_000313420;0;0;6;0;0;0
FRAEX38873_v2_000313430;36;61;137;128;132;92
FRAEX38873_v2_000313440;0;0;0;0;0;0
FRAEX38873_v2_000313470;327;2434;997;1185;3028;5330
FRAEX38873_v2_000313480;0;0;0;0;0;0
FRAEX38873_v2_000313490;2455;2567;2296;1465;1134;1390
FRAEX38873_v2_000313540;16;0;6;14;15;3
FRAEX38873_v2_000313670;63;7;18;10;13;9
FRAEX38873_v2_000313700;187;146;101;104;52;63
FRAEX38873_v2_000313710;2792;1710;3078;828;205;106
FRAEX38873_v2_000313720;0;0;0;0;0;0
FRAEX38873_v2_000313820;0;0;0;0;0;0
FRAEX38873_v2_000313830;3;36;15;17;8;13
FRAEX38873_v2_000313910;0;1;1;0;1;0
FRAEX38873_v2_000314130;114;146;148;91;65;55
FRAEX38873_v2_000314140;0;1;0;0;0;0
FRAEX38873_v2_000314150;599;596;901;822;1028;834
FRAEX38873_v2_000314210;0;0;0;0;0;0
FRAEX38873_v2_000314220;0;0;0;0;0;0
FRAEX38873_v2_000314240;0;0;2;1;0;0
FRAEX38873_v2_000314400;0;0;0;0;0;0
FRAEX38873_v2_000314420;0;7;0;6;2;2
FRAEX38873_v2_000314440;1124;368;772;390;18;397
FRAEX38873_v2_000314450;398;396;446;278;260;270
FRAEX38873_v2_000314460;858;575;1021;1085;1833;1595
FRAEX38873_v2_000314470;0;0;0;0;0;0
FRAEX38873_v2_000314480;3245;2710;2211;1712;2464;2667
FRAEX38873_v2_000314490;95;200;70;30;17;39
FRAEX38873_v2_000314500;0;0;0;0;0;0
FRAEX38873_v2_000314510;0;0;0;17;27;4
FRAEX38873_v2_000314550;0;0;1;2;0;0
FRAEX38873_v2_000314590;0;0;0;0;0;0
FRAEX38873_v2_000314600;0;0;0;0;0;0
FRAEX38873_v2_000314620;112;50;126;23;19;46
FRAEX38873_v2_000314640;673;738;465;670;584;579
FRAEX38873_v2_000314960;0;0;0;0;0;0
FRAEX38873_v2_000314970;0;0;1;0;0;0
FRAEX38873_v2_000314980;1;2;5;1;8;7
FRAEX38873_v2_000314990;0;0;0;0;0;0
FRAEX38873_v2_000315090;29;30;42;44;8;41
FRAEX38873_v2_000315100;0;0;0;0;0;0
FRAEX38873_v2_000315110;29;13;45;102;29;5
FRAEX38873_v2_000315140;180;137;134;130;116;115
FRAEX38873_v2_000315190;0;0;0;0;0;0
FRAEX38873_v2_000315200;12;0;0;2;0;13
FRAEX38873_v2_000315210;3;3;4;7;3;4
FRAEX38873_v2_000315310;0;0;0;0;0;0
FRAEX38873_v2_000315320;7;19;0;42;4;24
FRAEX38873_v2_000315330;0;0;0;0;0;0
FRAEX38873_v2_000315340;61;119;174;178;22;39
FRAEX38873_v2_000315350;178;91;174;99;98;136
FRAEX38873_v2_000315370;4;5;4;1;7;13
FRAEX38873_v2_000315390;0;0;0;0;0;0
FRAEX38873_v2_000315410;334;383;454;388;339;271
FRAEX38873_v2_000315820;19;26;17;86;115;21
FRAEX38873_v2_000315880;0;0;0;3;0;0
FRAEX38873_v2_000315920;7;4;4;6;4;5
FRAEX38873_v2_000315930;1098;1077;1056;526;599;732
FRAEX38873_v2_000315940;0;0;0;0;0;0
FRAEX38873_v2_000315950;0;0;0;0;0;0
FRAEX38873_v2_000315960;2203;3117;1716;2603;1471;1896
FRAEX38873_v2_000315980;0;0;0;7;0;78
FRAEX38873_v2_000315990;397;364;314;236;180;240
FRAEX38873_v2_000316000;502;577;307;1233;2540;1564
FRAEX38873_v2_000316010;0;4;0;7;6;2
FRAEX38873_v2_000316020;51;43;63;39;49;55
FRAEX38873_v2_000316120;0;0;1;1;1;1
FRAEX38873_v2_000316200;0;0;1;1;1;0
FRAEX38873_v2_000316280;24;73;37;12;26;28
FRAEX38873_v2_000316290;1868;1792;1554;781;893;870
FRAEX38873_v2_000316300;378;461;507;218;292;232
FRAEX38873_v2_000316310;960;871;964;634;413;480
FRAEX38873_v2_000316320;0;3;0;0;0;0
FRAEX38873_v2_000316330;8;12;14;9;11;12
FRAEX38873_v2_000316360;5;5;137;23;30;4
FRAEX38873_v2_000316370;1656;2036;1972;3697;3249;2949
FRAEX38873_v2_000316380;123;146;159;174;87;177
FRAEX38873_v2_000316390;0;0;0;0;1;0
FRAEX38873_v2_000316400;2839;2523;1428;576;276;986
FRAEX38873_v2_000316410;952;751;648;469;346;514
FRAEX38873_v2_000316420;32;52;34;355;375;355
FRAEX38873_v2_000316430;291;244;254;251;396;337
FRAEX38873_v2_000316440;2122;2124;2154;1359;1405;1390
FRAEX38873_v2_000316450;987;846;850;1064;1239;1238
FRAEX38873_v2_000316460;2116;2061;2349;1814;1878;1715
FRAEX38873_v2_000316470;474;384;291;428;429;404
FRAEX38873_v2_000316480;0;0;0;0;0;0
FRAEX38873_v2_000316490;0;0;0;0;0;1
FRAEX38873_v2_000316760;106;85;79;69;122;110
FRAEX38873_v2_000316770;5;6;6;0;1;4
FRAEX38873_v2_000316890;456;242;230;237;464;358
FRAEX38873_v2_000316910;80;56;62;64;81;82
FRAEX38873_v2_000316920;8;6;11;12;28;36
FRAEX38873_v2_000317000;109;213;212;491;1217;387
FRAEX38873_v2_000317010;2766;3081;2732;1825;1599;1712
FRAEX38873_v2_000317020;95;47;90;36;44;50
FRAEX38873_v2_000317030;0;0;0;0;0;0
FRAEX38873_v2_000317040;20;9;10;9;18;28
FRAEX38873_v2_000317050;0;0;0;0;0;0
FRAEX38873_v2_000317200;2;19;0;17;27;36
FRAEX38873_v2_000317340;186;203;246;118;154;172
FRAEX38873_v2_000317350;0;6;0;0;0;0
FRAEX38873_v2_000317450;0;0;0;0;0;0
FRAEX38873_v2_000317480;0;0;3;7;0;0
FRAEX38873_v2_000317490;0;0;0;0;0;0
FRAEX38873_v2_000317500;0;3;4;3;2;12
FRAEX38873_v2_000317510;412;816;1497;1617;569;576
FRAEX38873_v2_000317520;26;24;22;32;66;61
FRAEX38873_v2_000317590;233;96;84;544;382;287
FRAEX38873_v2_000317600;0;0;0;0;0;0
FRAEX38873_v2_000317620;101;132;129;180;186;155
FRAEX38873_v2_000317630;39;45;51;50;46;62
FRAEX38873_v2_000317640;1630;2086;2108;1578;1447;1641
FRAEX38873_v2_000317650;1933;1574;395;2440;834;2301
FRAEX38873_v2_000317660;1421;1278;1147;1276;1460;1224
FRAEX38873_v2_000317680;0;0;0;0;0;0
FRAEX38873_v2_000317800;0;0;0;0;0;3
FRAEX38873_v2_000317810;18;23;79;86;76;261
FRAEX38873_v2_000317820;55;26;18;10;17;22
FRAEX38873_v2_000317840;0;6;6;0;5;10
FRAEX38873_v2_000317850;391;228;335;332;391;324
FRAEX38873_v2_000317860;2955;2981;3100;2899;2523;3105
FRAEX38873_v2_000317870;60;132;101;44;39;54
FRAEX38873_v2_000317880;4128;4987;3524;4757;2486;3188
FRAEX38873_v2_000317900;775;361;439;176;228;352
FRAEX38873_v2_000317910;388;352;163;829;1252;736
FRAEX38873_v2_000317920;15;23;16;243;176;234
FRAEX38873_v2_000317930;0;0;0;0;9;0
FRAEX38873_v2_000317940;249;336;487;498;465;271
FRAEX38873_v2_000317950;0;31;9;1;2;11
FRAEX38873_v2_000317960;1186;1598;1423;1130;1232;1064
FRAEX38873_v2_000318060;48;37;31;31;25;51
FRAEX38873_v2_000318070;4;31;3;23;10;9
FRAEX38873_v2_000318090;221;145;67;420;760;1373
FRAEX38873_v2_000318100;18;12;17;47;7;22
FRAEX38873_v2_000318120;0;0;0;0;0;1
FRAEX38873_v2_000318130;10;19;15;11;10;7
FRAEX38873_v2_000318390;886;923;1153;1067;807;418
FRAEX38873_v2_000318450;0;0;0;0;0;0
FRAEX38873_v2_000318470;0;0;0;213;2807;10
FRAEX38873_v2_000318480;136;218;204;178;123;192
FRAEX38873_v2_000318490;374;242;265;181;213;221
FRAEX38873_v2_000318610;210;163;119;165;191;179
FRAEX38873_v2_000318650;0;0;0;0;0;0
FRAEX38873_v2_000318670;0;0;0;0;0;0
FRAEX38873_v2_000318690;243;292;377;194;205;197
FRAEX38873_v2_000318790;7;3;4;16;11;17
FRAEX38873_v2_000318810;0;1;0;1;0;0
FRAEX38873_v2_000318820;218;348;290;362;290;407
FRAEX38873_v2_000318830;17;26;7;48;37;73
FRAEX38873_v2_000318840;769;571;480;451;271;227
FRAEX38873_v2_000318860;237;153;144;110;130;87
FRAEX38873_v2_000318870;178;468;68;1083;295;1334
FRAEX38873_v2_000318880;0;0;0;0;0;0
FRAEX38873_v2_000319020;11;46;16;48;81;52
FRAEX38873_v2_000319050;260;468;265;777;581;446
FRAEX38873_v2_000319060;699;488;871;405;481;439
FRAEX38873_v2_000319070;604;558;579;394;359;385
FRAEX38873_v2_000319090;0;0;4;9;11;0
FRAEX38873_v2_000319100;18;3;3;2;7;7
FRAEX38873_v2_000319150;57;117;83;58;84;96
FRAEX38873_v2_000319160;1105;920;857;1094;1386;1136
FRAEX38873_v2_000319180;128;0;2;38;4732;3490
FRAEX38873_v2_000319190;0;0;0;0;0;0
FRAEX38873_v2_000319210;240;353;236;788;544;494
FRAEX38873_v2_000319220;964;718;803;409;468;372
FRAEX38873_v2_000319230;149;455;140;118;110;596
FRAEX38873_v2_000319460;81;43;30;47;94;64
FRAEX38873_v2_000319530;0;0;0;0;0;0
FRAEX38873_v2_000319540;139;18;34;451;1669;942
FRAEX38873_v2_000319560;524;411;544;505;289;247
FRAEX38873_v2_000319570;62;164;906;839;2146;82
FRAEX38873_v2_000319580;1;18;47;12;7;77
FRAEX38873_v2_000319600;52;59;49;56;92;49
FRAEX38873_v2_000319610;29;6;79;20;11;8
FRAEX38873_v2_000319680;369;180;134;144;158;331
FRAEX38873_v2_000319750;0;0;0;0;0;0
FRAEX38873_v2_000319990;119;11;21;71;18;40
FRAEX38873_v2_000320000;724;372;254;441;287;296
FRAEX38873_v2_000320020;0;0;0;0;0;0
FRAEX38873_v2_000320030;247;194;371;189;336;297
FRAEX38873_v2_000320250;260;273;264;272;429;308
FRAEX38873_v2_000320260;0;0;0;0;0;0
FRAEX38873_v2_000320270;89;18;20;25;11;34
FRAEX38873_v2_000320310;253;129;193;165;132;203
FRAEX38873_v2_000320390;26;24;16;7;10;6
FRAEX38873_v2_000320410;0;1;0;0;0;1
FRAEX38873_v2_000320420;490;297;357;121;138;178
FRAEX38873_v2_000320440;1;8;4;3;1;5
FRAEX38873_v2_000320450;0;0;0;0;0;0
FRAEX38873_v2_000320460;0;0;0;0;0;0
FRAEX38873_v2_000320530;0;0;0;0;0;0
FRAEX38873_v2_000320540;52;98;422;19;8;32
FRAEX38873_v2_000320550;0;0;0;0;0;0
FRAEX38873_v2_000320560;0;0;0;8;22;0
FRAEX38873_v2_000320570;8;4;2;0;0;2
FRAEX38873_v2_000320590;0;0;0;0;0;0
FRAEX38873_v2_000320680;116;195;742;1695;245;2537
FRAEX38873_v2_000320690;0;0;0;0;0;0
FRAEX38873_v2_000320700;11;19;7;0;0;0
FRAEX38873_v2_000321130;710;707;645;651;1119;757
FRAEX38873_v2_000321140;0;0;10;1;0;1
FRAEX38873_v2_000321240;0;0;0;0;0;0
FRAEX38873_v2_000321310;66;64;30;61;48;60
FRAEX38873_v2_000321390;0;0;0;0;0;0
FRAEX38873_v2_000321410;0;0;1;0;0;6
FRAEX38873_v2_000321420;0;0;0;0;0;0
FRAEX38873_v2_000321430;0;0;0;0;0;0
FRAEX38873_v2_000321440;259;201;301;243;258;272
FRAEX38873_v2_000321450;315;49;356;34;73;48
FRAEX38873_v2_000321490;962;632;841;755;485;515
FRAEX38873_v2_000321550;46;46;55;57;20;39
FRAEX38873_v2_000321570;0;0;0;0;0;0
FRAEX38873_v2_000321580;0;0;0;0;0;0
FRAEX38873_v2_000321590;159;96;78;273;194;187
FRAEX38873_v2_000321610;4;3;10;0;0;0
FRAEX38873_v2_000321620;0;2;0;4;9;15
FRAEX38873_v2_000321630;207;253;171;312;351;313
FRAEX38873_v2_000321640;534;676;445;536;403;548
FRAEX38873_v2_000321740;0;0;0;0;10;1
FRAEX38873_v2_000321780;154;125;296;180;190;129
FRAEX38873_v2_000321810;19;6;0;51;39;22
FRAEX38873_v2_000322100;110;50;40;46;32;89
FRAEX38873_v2_000322110;0;0;7;0;0;1
FRAEX38873_v2_000322120;604;492;604;259;304;358
FRAEX38873_v2_000322130;0;0;0;0;0;0
FRAEX38873_v2_000322370;0;0;0;0;0;0
FRAEX38873_v2_000322380;0;0;0;0;0;0
FRAEX38873_v2_000322390;0;0;0;0;0;0
FRAEX38873_v2_000322400;0;0;0;21;414;200
FRAEX38873_v2_000322420;0;0;1;0;0;3
FRAEX38873_v2_000322490;15;25;20;27;10;16
FRAEX38873_v2_000322530;0;0;0;0;0;0
FRAEX38873_v2_000322670;0;0;0;0;0;0
FRAEX38873_v2_000322680;0;0;0;0;0;0
FRAEX38873_v2_000322690;0;2;1;1;0;8
FRAEX38873_v2_000322800;355;578;552;310;619;499
FRAEX38873_v2_000322850;0;0;0;10;14;17
FRAEX38873_v2_000322860;171;430;290;495;656;626
FRAEX38873_v2_000322870;1248;1434;1119;1585;1901;1519
FRAEX38873_v2_000322880;3;0;0;17;7;19
FRAEX38873_v2_000323010;61;52;94;113;162;96
FRAEX38873_v2_000323020;0;0;0;0;3;0
FRAEX38873_v2_000323030;47;38;48;47;65;76
FRAEX38873_v2_000323040;5;2;11;8;1;4
FRAEX38873_v2_000323050;1;23;1;0;0;4
FRAEX38873_v2_000323060;0;0;0;0;0;0
FRAEX38873_v2_000323120;161;1676;113;2664;527;10966
FRAEX38873_v2_000323220;479;293;465;225;177;118
FRAEX38873_v2_000323230;20;46;42;34;47;43
FRAEX38873_v2_000323240;1;0;1;1;1;0
FRAEX38873_v2_000323250;21;44;24;49;28;33
FRAEX38873_v2_000323260;0;0;0;0;0;0
FRAEX38873_v2_000323580;0;0;0;0;0;0
FRAEX38873_v2_000323590;10;9;20;23;69;67
FRAEX38873_v2_000323600;12;9;17;0;4;0
FRAEX38873_v2_000323680;107;29;118;1117;1702;115
FRAEX38873_v2_000323690;2344;5058;2008;2901;1879;2265
FRAEX38873_v2_000323880;178;101;119;44;83;85
FRAEX38873_v2_000323890;2;0;3;2;7;5
FRAEX38873_v2_000323910;131;70;91;98;66;67
FRAEX38873_v2_000323920;0;1;9;0;0;0
FRAEX38873_v2_000323950;17;5;6;11;1;0
FRAEX38873_v2_000323960;168;154;149;140;260;187
FRAEX38873_v2_000323970;19;3;4;4;2;4
FRAEX38873_v2_000324320;1;26;9;2;0;5
FRAEX38873_v2_000324330;0;3;4;1;11;255
FRAEX38873_v2_000324340;0;0;1;1;3;0
FRAEX38873_v2_000324410;0;0;0;0;0;1
FRAEX38873_v2_000324420;9;2;12;5;0;16
FRAEX38873_v2_000324430;21;6;4;18;14;16
FRAEX38873_v2_000324560;0;0;0;0;0;1
FRAEX38873_v2_000324570;3302;3113;3108;2183;2497;2015
FRAEX38873_v2_000324580;0;0;1;0;0;1
FRAEX38873_v2_000324590;732;682;574;278;353;338
FRAEX38873_v2_000324600;6;2;0;1;5;16
FRAEX38873_v2_000324620;3;3;3;0;15;0
FRAEX38873_v2_000324650;149;141;187;174;183;183
FRAEX38873_v2_000324660;0;0;0;0;0;0
FRAEX38873_v2_000324750;0;1;0;0;0;2
FRAEX38873_v2_000324760;0;0;2;4;10;11
FRAEX38873_v2_000324770;23;19;9;3;4;4
FRAEX38873_v2_000324780;482;345;926;492;1629;772
FRAEX38873_v2_000324790;106;186;122;156;136;170
FRAEX38873_v2_000324800;66;45;75;100;102;48
FRAEX38873_v2_000324810;695;549;660;219;257;309
FRAEX38873_v2_000324830;279;250;171;442;406;306
FRAEX38873_v2_000325080;140;147;92;145;148;141
FRAEX38873_v2_000325120;34;31;47;47;15;37
FRAEX38873_v2_000325450;126;17;34;60;21;6
FRAEX38873_v2_000325510;0;1;1;0;0;0
FRAEX38873_v2_000325520;45;20;39;110;120;45
FRAEX38873_v2_000325560;18;12;16;1;6;10
FRAEX38873_v2_000325570;344;315;391;355;275;297
FRAEX38873_v2_000325780;0;1;0;0;6;2
FRAEX38873_v2_000325800;6;14;2;15;17;8
FRAEX38873_v2_000325810;27;62;162;71;41;113
FRAEX38873_v2_000325820;240;490;432;280;211;310
FRAEX38873_v2_000325830;922;1328;1521;1360;1187;1114
FRAEX38873_v2_000325840;4;1;1;0;0;0
FRAEX38873_v2_000325850;4;1;11;54;104;29
FRAEX38873_v2_000325970;0;0;0;0;0;0
FRAEX38873_v2_000325980;0;0;0;0;7;12
FRAEX38873_v2_000325990;313;183;254;280;286;287
FRAEX38873_v2_000326010;0;22;22;66;27;114
FRAEX38873_v2_000326020;64;258;185;440;522;428
FRAEX38873_v2_000326030;1697;2620;1688;1300;1282;1150
FRAEX38873_v2_000326040;329;661;293;395;441;556
FRAEX38873_v2_000326050;0;4;0;2;0;7
FRAEX38873_v2_000326060;1;0;2;1;0;1
FRAEX38873_v2_000326070;655;818;597;546;850;789
FRAEX38873_v2_000326080;729;940;844;1292;1477;1383
FRAEX38873_v2_000326090;697;617;649;579;443;571
FRAEX38873_v2_000326100;520;344;378;204;243;292
FRAEX38873_v2_000326110;3573;2875;3881;1785;1099;1498
FRAEX38873_v2_000326330;1;0;0;0;0;0
FRAEX38873_v2_000326340;42;44;43;190;288;84
FRAEX38873_v2_000326440;893;882;1169;792;723;682
FRAEX38873_v2_000326450;0;4;6;1;0;2
FRAEX38873_v2_000326740;24;12;12;29;14;26
FRAEX38873_v2_000326760;0;0;0;0;0;0
FRAEX38873_v2_000326770;751;787;1097;812;762;866
FRAEX38873_v2_000326830;0;4;4;24;8;3
FRAEX38873_v2_000326840;2085;2062;1897;1349;1188;1495
FRAEX38873_v2_000326850;9;5;0;4;0;2
FRAEX38873_v2_000326860;1;0;0;0;0;0
FRAEX38873_v2_000326870;13;26;9;0;24;16
FRAEX38873_v2_000326890;200;141;163;190;150;178
FRAEX38873_v2_000327020;186;290;143;387;159;271
FRAEX38873_v2_000327060;0;0;0;0;0;0
FRAEX38873_v2_000327140;0;0;0;0;0;2
FRAEX38873_v2_000327190;0;1;3;0;0;0
FRAEX38873_v2_000327200;2483;4315;2522;2903;3209;3261
FRAEX38873_v2_000327210;8;11;6;0;3;14
FRAEX38873_v2_000327400;14;30;23;44;131;67
FRAEX38873_v2_000327470;0;0;0;0;0;0
FRAEX38873_v2_000327480;0;0;0;0;0;0
FRAEX38873_v2_000327490;0;0;2;60;52;79
FRAEX38873_v2_000327500;545;382;546;329;681;561
FRAEX38873_v2_000327510;5;4;5;9;2;1
FRAEX38873_v2_000327650;165;277;336;722;201;349
FRAEX38873_v2_000327700;0;0;7;47;222;13
FRAEX38873_v2_000327710;511;449;488;480;448;491
FRAEX38873_v2_000327720;0;0;0;0;0;0
FRAEX38873_v2_000327750;36;7;13;18;13;16
FRAEX38873_v2_000327760;20;88;46;154;62;178
FRAEX38873_v2_000327770;0;0;0;0;0;0
FRAEX38873_v2_000327790;3043;2621;2406;1065;1401;1309
FRAEX38873_v2_000327800;547;576;525;507;684;530
FRAEX38873_v2_000327810;98;14;116;21;21;54
FRAEX38873_v2_000327830;17;0;0;0;2;0
FRAEX38873_v2_000327870;0;0;0;1;0;0
FRAEX38873_v2_000327890;223;296;216;472;433;300
FRAEX38873_v2_000327900;249;187;122;300;361;215
FRAEX38873_v2_000327910;8;16;52;31;10;12
FRAEX38873_v2_000327920;1526;1364;1525;1320;1322;1554
FRAEX38873_v2_000327930;73;134;144;167;153;158
FRAEX38873_v2_000327990;55;47;40;33;21;35
FRAEX38873_v2_000328150;0;0;0;0;0;0
FRAEX38873_v2_000328160;860;1054;1421;2186;3613;2810
FRAEX38873_v2_000328170;110;59;72;93;39;104
FRAEX38873_v2_000328180;15;15;3;3;7;2
FRAEX38873_v2_000328200;0;0;0;0;1;0
FRAEX38873_v2_000328210;0;0;0;0;0;0
FRAEX38873_v2_000328220;38;13;16;24;16;5
FRAEX38873_v2_000328230;81;109;91;64;34;29
FRAEX38873_v2_000328240;5;9;6;29;28;53
FRAEX38873_v2_000328410;56;44;6;31;15;33
FRAEX38873_v2_000328420;4;0;3;6;5;4
FRAEX38873_v2_000328430;0;0;0;0;0;0
FRAEX38873_v2_000328450;0;0;0;0;0;0
FRAEX38873_v2_000328460;21;1;4;6;2;3
FRAEX38873_v2_000328470;23;22;22;39;43;17
FRAEX38873_v2_000328480;0;5;8;14;0;8
FRAEX38873_v2_000328540;1;5;19;0;18;2
FRAEX38873_v2_000328550;2;6;0;10;12;12
FRAEX38873_v2_000329250;23;12;5;11;14;14
FRAEX38873_v2_000329270;766;436;1353;399;510;222
FRAEX38873_v2_000329290;0;0;0;0;0;0
FRAEX38873_v2_000329300;0;1;0;0;0;0
FRAEX38873_v2_000329310;0;8;2;3;8;4
FRAEX38873_v2_000329320;0;0;0;0;0;0
FRAEX38873_v2_000329390;273;244;173;176;309;221
FRAEX38873_v2_000329400;0;0;0;0;0;0
