Geneid;sorted.step1.CH4_B9_C_hisat2.bam;sorted.step1.CH32_B9_C_hisat2.bam;sorted.step1.CH88_B9_C_hisat2.bam;sorted.step1.CH1_B9_EAB_hisat2.bam;sorted.step1.CH29_B9_EAB_hisat2.bam;sorted.step1.CH85_B9_EAB_hisat2.bam
FRAEX38873_v2_000208690;5539;4956;4977;3863;4286;4221
FRAEX38873_v2_000208700;0;0;0;0;0;0
FRAEX38873_v2_000208710;4304;3911;3008;2721;2457;2606
FRAEX38873_v2_000208720;44;13;11;13;10;17
FRAEX38873_v2_000208730;83;66;57;32;30;68
FRAEX38873_v2_000208740;53;585;23;0;2;20
FRAEX38873_v2_000208750;7;15;10;8;12;15
FRAEX38873_v2_000208760;474;393;213;175;78;75
FRAEX38873_v2_000208770;12;8;5;142;3;4
FRAEX38873_v2_000208780;144;245;216;890;285;228
FRAEX38873_v2_000208790;1566;1517;1073;530;651;570
FRAEX38873_v2_000208800;1;0;2;0;1;1
FRAEX38873_v2_000209190;1545;2008;1889;686;1117;1136
FRAEX38873_v2_000209200;1512;1174;1160;542;766;915
FRAEX38873_v2_000209210;4;2;0;0;4;4
FRAEX38873_v2_000209220;7;9;20;1427;232;1087
FRAEX38873_v2_000209230;302;146;122;70;334;162
FRAEX38873_v2_000209240;317;355;303;115;183;180
FRAEX38873_v2_000209250;419;415;374;172;307;223
FRAEX38873_v2_000209260;383;682;912;524;627;483
FRAEX38873_v2_000209270;2084;1666;1608;1086;1076;1292
FRAEX38873_v2_000209280;587;523;403;566;388;512
FRAEX38873_v2_000209290;233;306;465;156;172;234
FRAEX38873_v2_000209300;0;2;7;5;10;0
FRAEX38873_v2_000209310;12;10;6;9;44;5
FRAEX38873_v2_000209760;0;12;9;44;37;38
FRAEX38873_v2_000209770;107;154;121;3447;2097;1494
FRAEX38873_v2_000209780;988;1170;987;2563;1502;2766
FRAEX38873_v2_000209790;97;154;149;94;103;91
FRAEX38873_v2_000209800;44;44;53;22;41;20
FRAEX38873_v2_000210220;32;68;41;17;49;50
FRAEX38873_v2_000210230;0;4;5;18;28;11
FRAEX38873_v2_000210240;0;0;3;0;0;0
FRAEX38873_v2_000210250;0;0;0;0;0;0
FRAEX38873_v2_000210260;614;889;122;150;89;69
FRAEX38873_v2_000210270;178;135;167;171;171;261
FRAEX38873_v2_000210280;109;214;514;283;676;200
FRAEX38873_v2_000210290;0;0;31;45;44;7
FRAEX38873_v2_000210300;167;171;191;353;300;321
FRAEX38873_v2_000210310;0;0;0;0;0;23
FRAEX38873_v2_000210320;0;0;0;0;0;0
FRAEX38873_v2_000210330;1138;1226;808;1523;1426;1282
FRAEX38873_v2_000210340;0;1;9;3;0;0
FRAEX38873_v2_000210350;229;242;301;401;368;520
FRAEX38873_v2_000210360;158;166;195;175;222;120
FRAEX38873_v2_000210370;1;0;0;0;0;0
FRAEX38873_v2_000210380;482;577;648;601;502;793
FRAEX38873_v2_000210390;930;791;1363;1359;1576;1092
FRAEX38873_v2_000210400;215;129;89;169;47;121
FRAEX38873_v2_000210410;22;52;53;48;60;36
FRAEX38873_v2_000210420;3182;2774;6125;3372;4788;2724
FRAEX38873_v2_000210430;0;0;0;1;0;0
FRAEX38873_v2_000210440;1;2;7;0;2;6
FRAEX38873_v2_000210680;2199;1829;2265;2010;1826;2312
FRAEX38873_v2_000210690;1168;1058;1786;1261;1063;1944
FRAEX38873_v2_000210700;523;531;636;578;667;620
FRAEX38873_v2_000210710;5469;5411;6341;2870;3430;2578
FRAEX38873_v2_000211150;1028;1247;958;1298;1991;1363
FRAEX38873_v2_000211160;81;102;68;68;134;88
FRAEX38873_v2_000211170;35;52;65;103;91;71
FRAEX38873_v2_000211180;51;22;11;124;212;76
FRAEX38873_v2_000211190;758;622;708;575;755;679
FRAEX38873_v2_000211200;1189;1279;1196;1713;1817;1588
FRAEX38873_v2_000211210;1102;1467;1732;1775;1501;1522
FRAEX38873_v2_000211220;497;521;440;745;576;560
FRAEX38873_v2_000211230;444;401;523;301;413;383
FRAEX38873_v2_000211240;1159;1251;1575;1799;1884;1600
FRAEX38873_v2_000211250;3;0;5;8;5;2
FRAEX38873_v2_000211620;398;354;350;789;697;849
FRAEX38873_v2_000211630;1225;129;40;52;33;28
FRAEX38873_v2_000211640;252;306;298;389;424;273
FRAEX38873_v2_000211650;794;744;700;526;543;698
FRAEX38873_v2_000211660;0;0;0;0;0;0
FRAEX38873_v2_000211670;6;19;11;29;14;36
FRAEX38873_v2_000211680;723;482;351;484;344;613
FRAEX38873_v2_000211690;0;0;0;4;0;1
FRAEX38873_v2_000211700;543;412;492;271;492;331
FRAEX38873_v2_000211710;770;1494;2186;770;1033;771
FRAEX38873_v2_000211730;188;126;54;156;306;60
FRAEX38873_v2_000211740;1530;3166;4456;2721;3620;1925
FRAEX38873_v2_000211750;1047;2052;1827;1690;1776;1158
FRAEX38873_v2_000212260;42;120;194;61;50;41
FRAEX38873_v2_000212270;12;5;0;7;8;4
FRAEX38873_v2_000212280;0;0;0;0;0;0
FRAEX38873_v2_000212290;20;45;31;104;97;121
FRAEX38873_v2_000212300;444;495;343;532;652;519
FRAEX38873_v2_000212310;4612;4723;4180;4627;4397;3966
FRAEX38873_v2_000212940;269;254;279;355;446;504
FRAEX38873_v2_000212950;103;85;116;158;202;205
FRAEX38873_v2_000212960;46;40;49;31;48;24
FRAEX38873_v2_000212970;481;383;298;154;169;141
FRAEX38873_v2_000212980;607;650;841;1120;1179;1175
FRAEX38873_v2_000212990;220;153;144;513;419;146
FRAEX38873_v2_000213000;11;9;7;18;18;4
FRAEX38873_v2_000213010;0;0;1;3;0;0
FRAEX38873_v2_000213020;1;3;10;2;1;4
FRAEX38873_v2_000213030;133;88;59;49;44;21
FRAEX38873_v2_000213040;159;228;254;2413;1456;1097
FRAEX38873_v2_000213060;21;4;16;33;35;27
FRAEX38873_v2_000213070;0;0;1;20;0;17
FRAEX38873_v2_000213080;152;171;189;603;404;444
FRAEX38873_v2_000213440;7;66;31;57;50;32
FRAEX38873_v2_000213450;2;35;18;175;486;186
FRAEX38873_v2_000213790;45;132;25;80;330;63
FRAEX38873_v2_000213800;0;0;0;0;0;0
FRAEX38873_v2_000213810;23;323;1205;308;368;142
FRAEX38873_v2_000213820;777;637;611;852;928;877
FRAEX38873_v2_000213830;4;15;8;12;25;13
FRAEX38873_v2_000213840;2870;2956;2229;2306;2560;2130
FRAEX38873_v2_000213850;1108;729;642;802;1068;625
FRAEX38873_v2_000214270;1305;1621;1185;2714;4364;2106
FRAEX38873_v2_000214290;5;3;14;31;4;56
FRAEX38873_v2_000214300;380;1271;2931;5835;5751;6205
FRAEX38873_v2_000214310;48;27;4;9;28;13
FRAEX38873_v2_000214620;1068;1175;1023;1317;1106;909
FRAEX38873_v2_000214630;0;0;0;0;1;0
FRAEX38873_v2_000214640;1383;737;663;1051;1075;760
FRAEX38873_v2_000214650;1175;934;823;691;738;671
FRAEX38873_v2_000214660;266;0;2;5;30;5
FRAEX38873_v2_000214670;189;198;216;203;178;162
FRAEX38873_v2_000214680;0;0;0;0;0;1
FRAEX38873_v2_000214690;935;1007;1010;1061;918;850
FRAEX38873_v2_000214700;22;26;61;266;204;304
FRAEX38873_v2_000214710;369;453;538;279;281;306
FRAEX38873_v2_000215080;5;1;1;96;71;22
FRAEX38873_v2_000215090;0;14;24;1;0;0
FRAEX38873_v2_000215100;0;34;18;402;339;297
FRAEX38873_v2_000215110;15;15;5;2;1;7
FRAEX38873_v2_000215490;0;0;0;0;0;0
FRAEX38873_v2_000215500;4;0;0;6;4;2
FRAEX38873_v2_000215510;2;11;2;7;3;2
FRAEX38873_v2_000215520;3;5;8;17;16;14
FRAEX38873_v2_000215530;0;0;0;0;1;0
FRAEX38873_v2_000215540;1946;1496;1529;1646;1104;1517
FRAEX38873_v2_000215550;6;0;4;24;9;6
FRAEX38873_v2_000215560;604;457;697;245;378;330
FRAEX38873_v2_000215570;0;0;0;0;0;0
FRAEX38873_v2_000215580;0;0;0;0;0;0
FRAEX38873_v2_000215590;0;0;0;0;0;0
FRAEX38873_v2_000215600;452;327;405;650;697;1532
FRAEX38873_v2_000215610;12;28;11;7;15;6
FRAEX38873_v2_000215620;28;25;22;19;20;33
FRAEX38873_v2_000215630;802;686;658;1021;743;745
FRAEX38873_v2_000215640;18;24;10;140;84;33
FRAEX38873_v2_000215650;0;0;0;0;0;1
FRAEX38873_v2_000215660;41;73;56;97;122;102
FRAEX38873_v2_000215670;451;138;45;421;248;152
FRAEX38873_v2_000215680;12;3;8;193;18;54
FRAEX38873_v2_000215690;2421;2828;5099;3964;3417;4981
FRAEX38873_v2_000215700;154;289;804;996;580;1486
FRAEX38873_v2_000215710;872;814;680;714;832;677
FRAEX38873_v2_000215720;0;0;0;0;0;0
FRAEX38873_v2_000215730;0;0;0;3;11;0
FRAEX38873_v2_000215740;424;779;1292;1396;971;1291
FRAEX38873_v2_000215750;4;17;16;144;18;72
FRAEX38873_v2_000216100;711;430;350;299;352;339
FRAEX38873_v2_000216110;9;21;44;43;64;35
FRAEX38873_v2_000216130;917;779;1025;1858;2066;1747
FRAEX38873_v2_000216140;0;0;22;175;0;27
FRAEX38873_v2_000216150;0;0;1;5;0;0
FRAEX38873_v2_000216160;12;1;4;14;0;4
FRAEX38873_v2_000216170;3959;3978;3804;3237;3450;3424
FRAEX38873_v2_000216610;179;227;352;108;232;209
FRAEX38873_v2_000216620;141;180;309;153;202;202
FRAEX38873_v2_000216630;3319;3985;4039;3503;2973;3193
FRAEX38873_v2_000216640;407;335;283;511;304;620
FRAEX38873_v2_000216650;3632;3736;3158;3280;3210;4066
FRAEX38873_v2_000216660;42;72;68;160;325;179
FRAEX38873_v2_000216670;154;107;66;150;103;110
FRAEX38873_v2_000216680;102;97;129;88;97;63
FRAEX38873_v2_000216690;6;24;33;2;4;7
FRAEX38873_v2_000216700;0;0;0;0;0;0
FRAEX38873_v2_000217370;22;6;4;55;57;5
FRAEX38873_v2_000217380;309;222;169;228;247;209
FRAEX38873_v2_000217390;2993;3130;2685;1364;1648;1579
FRAEX38873_v2_000217730;18;19;9;16;18;18
FRAEX38873_v2_000217740;363;321;351;184;179;232
FRAEX38873_v2_000217750;1022;1067;803;1258;824;1279
FRAEX38873_v2_000217760;0;0;0;0;0;0
FRAEX38873_v2_000217770;1;0;4;0;0;0
FRAEX38873_v2_000217780;146;211;221;445;451;380
FRAEX38873_v2_000217790;139;132;103;422;339;322
FRAEX38873_v2_000217800;2;12;5;33;63;24
FRAEX38873_v2_000217810;175;148;195;636;459;342
FRAEX38873_v2_000217820;1043;674;509;1185;1046;671
FRAEX38873_v2_000217830;918;704;853;567;690;506
FRAEX38873_v2_000217840;1978;652;1170;3492;5785;5130
FRAEX38873_v2_000217850;43;522;275;252;40;122
FRAEX38873_v2_000218240;386;335;315;285;257;187
FRAEX38873_v2_000218250;80;97;127;181;178;132
FRAEX38873_v2_000218260;0;0;0;0;0;0
FRAEX38873_v2_000218270;554;604;730;666;750;703
FRAEX38873_v2_000218280;774;795;748;809;702;668
FRAEX38873_v2_000218290;402;188;354;332;372;328
FRAEX38873_v2_000218310;0;0;0;0;0;0
FRAEX38873_v2_000218320;792;634;727;229;265;216
FRAEX38873_v2_000218660;1757;1859;1063;718;761;918
FRAEX38873_v2_000218670;4678;1553;216;5187;3561;1192
FRAEX38873_v2_000218680;0;0;0;0;6;7
FRAEX38873_v2_000218690;138;102;83;122;151;85
FRAEX38873_v2_000218700;14;33;79;27;44;42
FRAEX38873_v2_000218710;0;16;14;156;46;136
FRAEX38873_v2_000218720;0;3;6;28;2;5
FRAEX38873_v2_000218730;0;0;0;6;4;6
FRAEX38873_v2_000218740;8512;8863;7398;4676;5550;4900
FRAEX38873_v2_000218750;20;16;28;70;33;83
FRAEX38873_v2_000218760;66;71;41;402;578;514
FRAEX38873_v2_000218770;171;1096;930;58;256;842
FRAEX38873_v2_000218780;4297;4859;5210;2172;2918;2721
FRAEX38873_v2_000218790;40;82;81;105;80;78
FRAEX38873_v2_000218800;60;158;29;53;54;41
FRAEX38873_v2_000219110;766;778;893;416;558;468
FRAEX38873_v2_000219120;378;139;203;86;242;161
FRAEX38873_v2_000219130;0;0;0;0;0;0
FRAEX38873_v2_000219140;1377;1629;1463;1143;1243;1014
FRAEX38873_v2_000219150;0;1;2;4;0;0
FRAEX38873_v2_000219160;1781;1063;420;401;599;445
FRAEX38873_v2_000219170;66;52;26;31;36;54
FRAEX38873_v2_000219180;229;222;215;80;138;125
FRAEX38873_v2_000219190;797;939;948;979;1007;869
FRAEX38873_v2_000219640;1469;1253;1094;1102;1099;1087
FRAEX38873_v2_000219650;2651;2511;1872;2225;2315;2076
FRAEX38873_v2_000219660;766;875;719;1100;1151;1086
FRAEX38873_v2_000219670;68;108;53;1598;478;171
FRAEX38873_v2_000219680;1;15;4;191;60;89
FRAEX38873_v2_000219690;886;1935;1964;1904;1424;693
FRAEX38873_v2_000219700;143;89;103;53;135;67
FRAEX38873_v2_000220070;0;0;0;0;0;0
FRAEX38873_v2_000220080;6717;5534;5857;4444;6028;4443
FRAEX38873_v2_000220090;18;34;158;45;30;3
FRAEX38873_v2_000220100;3280;3712;2693;2011;2064;2347
FRAEX38873_v2_000220110;7;6;19;1;18;59
FRAEX38873_v2_000220400;0;0;0;5;5;10
FRAEX38873_v2_000220420;1582;908;1040;1304;1822;1046
FRAEX38873_v2_000220430;0;14;0;19;18;0
FRAEX38873_v2_000220440;0;3;0;0;0;0
FRAEX38873_v2_000220690;302;260;389;465;335;367
FRAEX38873_v2_000220700;1496;1661;2189;1923;1651;1376
FRAEX38873_v2_000220720;0;0;0;7;0;0
FRAEX38873_v2_000220730;41;23;0;29;16;12
FRAEX38873_v2_000220990;0;0;0;0;0;0
FRAEX38873_v2_000221000;1625;2071;1724;1713;3834;2652
FRAEX38873_v2_000221010;339;340;301;233;287;228
FRAEX38873_v2_000221020;0;0;0;0;0;0
FRAEX38873_v2_000221030;576;582;335;699;745;578
FRAEX38873_v2_000221040;172;135;154;228;293;139
FRAEX38873_v2_000221050;0;0;0;10;2;0
FRAEX38873_v2_000221060;543;440;462;744;540;657
FRAEX38873_v2_000221070;174;161;157;225;198;223
FRAEX38873_v2_000221080;100;113;161;335;198;300
FRAEX38873_v2_000221090;11;8;1;13;29;2
FRAEX38873_v2_000221100;5335;5604;2886;1573;4768;1259
FRAEX38873_v2_000221110;9939;11616;14017;12177;16537;10020
FRAEX38873_v2_000221120;15;7;48;47;9;16
FRAEX38873_v2_000221130;0;0;25;55;11;63
FRAEX38873_v2_000221140;4559;5964;4774;4156;4311;4181
FRAEX38873_v2_000221770;44;9;6;21;4;4
FRAEX38873_v2_000221780;0;0;0;2346;751;274
FRAEX38873_v2_000221790;5;1;1;3;6;6
FRAEX38873_v2_000221800;114;77;100;110;101;96
FRAEX38873_v2_000221810;389;381;422;546;421;601
FRAEX38873_v2_000221820;1085;1034;662;715;793;600
FRAEX38873_v2_000221840;47;25;78;457;190;533
FRAEX38873_v2_000221850;1218;1245;1155;891;885;775
FRAEX38873_v2_000222350;369;339;514;242;403;334
FRAEX38873_v2_000222360;169;207;238;69;140;71
FRAEX38873_v2_000222370;0;0;0;0;0;3
FRAEX38873_v2_000222380;0;0;0;0;0;0
FRAEX38873_v2_000222390;0;10;51;48;10;4
FRAEX38873_v2_000222400;9;2;11;3;5;10
FRAEX38873_v2_000222410;539;752;642;422;620;448
FRAEX38873_v2_000222420;4714;4545;3253;6381;6931;5782
FRAEX38873_v2_000222430;0;0;0;0;0;0
FRAEX38873_v2_000222440;1694;639;250;2462;1816;1236
FRAEX38873_v2_000222450;8;4;7;71;23;41
FRAEX38873_v2_000222460;80;499;885;46;7;101
FRAEX38873_v2_000222470;130;193;70;78;123;36
FRAEX38873_v2_000222480;1845;1875;1815;1508;1624;1682
FRAEX38873_v2_000222490;1269;1212;533;816;731;614
FRAEX38873_v2_000222500;41;5;8;3;7;4
FRAEX38873_v2_000222510;590;490;467;416;432;305
FRAEX38873_v2_000222520;597;445;445;415;469;542
FRAEX38873_v2_000223000;81;35;80;56;64;129
FRAEX38873_v2_000223010;308;592;364;988;1158;518
FRAEX38873_v2_000223020;0;18;0;1;1;5
FRAEX38873_v2_000223030;0;0;0;0;1;2
FRAEX38873_v2_000223390;373;1583;3961;627;455;703
FRAEX38873_v2_000223400;2605;2106;2856;1492;1324;747
FRAEX38873_v2_000223410;0;0;0;0;0;0
FRAEX38873_v2_000223420;40;20;15;38;85;41
FRAEX38873_v2_000223430;100;123;168;157;172;146
FRAEX38873_v2_000223440;0;0;1;0;0;0
FRAEX38873_v2_000223450;1943;1816;1653;2207;1918;1468
FRAEX38873_v2_000223460;3771;3421;3034;2877;2759;3116
FRAEX38873_v2_000223470;3215;3143;2217;1691;2386;1689
FRAEX38873_v2_000223480;44;33;49;54;78;65
FRAEX38873_v2_000223490;267;244;277;323;388;426
FRAEX38873_v2_000223500;1473;1447;1849;1105;488;2242
FRAEX38873_v2_000223510;109;116;25;722;496;287
FRAEX38873_v2_000223520;156;194;186;358;296;165
FRAEX38873_v2_000223530;262;319;249;837;713;571
FRAEX38873_v2_000223540;2;16;8;0;0;0
FRAEX38873_v2_000223550;0;0;0;0;0;0
FRAEX38873_v2_000223560;6;46;0;713;24;55
FRAEX38873_v2_000223570;321;428;304;226;485;289
FRAEX38873_v2_000223580;133;174;233;562;555;654
FRAEX38873_v2_000223590;0;0;0;0;0;0
FRAEX38873_v2_000223600;3136;1570;465;2921;1696;1342
FRAEX38873_v2_000224240;347;342;341;288;318;286
FRAEX38873_v2_000224250;2890;2865;2897;2478;2538;2489
FRAEX38873_v2_000224260;47;38;26;41;33;37
FRAEX38873_v2_000224270;44;430;195;1;23;58
FRAEX38873_v2_000224280;348;409;591;70;121;170
FRAEX38873_v2_000224290;12088;14519;17801;6140;8777;8034
FRAEX38873_v2_000224300;184;197;241;123;116;130
FRAEX38873_v2_000224310;289;491;2067;616;1184;540
FRAEX38873_v2_000224320;10;21;24;7;24;25
FRAEX38873_v2_000224330;1758;1612;1672;2176;2093;2068
FRAEX38873_v2_000224670;7;7;5;23;65;22
FRAEX38873_v2_000224680;687;459;477;959;927;1162
FRAEX38873_v2_000224690;9;18;2;7;7;7
FRAEX38873_v2_000224700;4165;3719;3113;1244;1472;1693
FRAEX38873_v2_000224720;4;0;2;48;23;15
FRAEX38873_v2_000224730;512;424;263;321;278;267
FRAEX38873_v2_000224740;0;0;0;0;0;0
FRAEX38873_v2_000224750;255;253;232;372;335;314
FRAEX38873_v2_000224760;2384;3269;2255;1173;2051;1688
FRAEX38873_v2_000224770;2288;1966;2383;2862;2677;2892
FRAEX38873_v2_000224780;12;17;9;45;50;27
FRAEX38873_v2_000224790;33;61;62;37;35;46
FRAEX38873_v2_000224800;196;155;239;254;187;328
FRAEX38873_v2_000224810;0;0;0;0;0;0
FRAEX38873_v2_000224820;1931;4409;2550;1546;1626;889
FRAEX38873_v2_000224830;150;82;133;158;201;106
FRAEX38873_v2_000224840;1528;1380;1597;2247;1987;2034
FRAEX38873_v2_000224850;8778;9229;9365;4234;5610;5014
FRAEX38873_v2_000224860;3467;3420;2612;1553;1859;1423
FRAEX38873_v2_000224870;202;260;283;220;329;274
FRAEX38873_v2_000224880;842;740;785;2281;1268;1647
FRAEX38873_v2_000224890;58;141;51;202;420;184
FRAEX38873_v2_000224900;1762;1314;1118;660;890;761
FRAEX38873_v2_000224910;25;26;74;313;3;105
FRAEX38873_v2_000224920;1876;1846;1157;1982;2081;2094
FRAEX38873_v2_000224930;414;195;43;194;640;187
FRAEX38873_v2_000224940;995;849;613;932;1075;1118
FRAEX38873_v2_000224950;3707;4302;3267;2630;4949;3919
FRAEX38873_v2_000224960;0;0;0;0;0;0
FRAEX38873_v2_000224970;668;501;481;626;708;564
FRAEX38873_v2_000224980;1770;2573;3301;3943;4114;3761
FRAEX38873_v2_000224990;723;510;584;472;650;537
FRAEX38873_v2_000225000;248;126;81;77;65;90
FRAEX38873_v2_000225010;137;622;195;200;55;142
FRAEX38873_v2_000225020;3194;3053;2505;3748;3380;3962
FRAEX38873_v2_000225320;0;0;0;0;0;0
FRAEX38873_v2_000225330;1339;991;1046;503;504;745
FRAEX38873_v2_000225340;5032;2812;1148;1082;821;209
FRAEX38873_v2_000225670;117;212;196;57;106;82
FRAEX38873_v2_000226120;5;18;11;409;480;175
FRAEX38873_v2_000226130;0;0;2;27;6;34
FRAEX38873_v2_000226140;20;14;6;65;44;84
FRAEX38873_v2_000226150;0;0;0;254;85;155
FRAEX38873_v2_000226160;279;132;88;465;477;261
FRAEX38873_v2_000226170;4;0;7;100;185;95
FRAEX38873_v2_000226180;271;212;241;484;453;403
FRAEX38873_v2_000226190;659;354;419;299;303;191
FRAEX38873_v2_000226200;429;570;640;470;552;434
FRAEX38873_v2_000226700;0;0;0;0;0;0
FRAEX38873_v2_000226710;5;4;96;95;93;118
FRAEX38873_v2_000226720;85;41;28;24;23;6
FRAEX38873_v2_000226730;92;156;237;131;127;105
FRAEX38873_v2_000226740;6;0;0;8;2;1
FRAEX38873_v2_000227320;0;0;0;0;0;0
FRAEX38873_v2_000227330;0;26;0;0;0;0
FRAEX38873_v2_000227350;0;5;0;0;0;1
FRAEX38873_v2_000227360;0;0;0;0;0;3
FRAEX38873_v2_000227370;0;2;0;6;3;1
FRAEX38873_v2_000227380;277;507;528;377;358;307
FRAEX38873_v2_000227390;2274;1925;2508;4617;4703;3966
FRAEX38873_v2_000227400;37;63;22;135;175;45
FRAEX38873_v2_000227410;25;147;136;127;147;215
FRAEX38873_v2_000227420;781;1677;1900;3083;1967;2766
FRAEX38873_v2_000227570;824;761;805;2250;1768;1787
FRAEX38873_v2_000227580;72;64;30;86;96;64
FRAEX38873_v2_000227590;30;26;9;29;31;23
FRAEX38873_v2_000227600;10;8;2;5;6;3
FRAEX38873_v2_000227610;21;13;9;227;190;683
FRAEX38873_v2_000227620;373;268;266;268;324;282
FRAEX38873_v2_000227630;107;74;70;65;63;70
FRAEX38873_v2_000227640;254;374;357;276;367;355
FRAEX38873_v2_000227650;226;230;234;336;257;310
FRAEX38873_v2_000227660;1127;1107;1336;1247;1482;1260
FRAEX38873_v2_000227670;75;101;113;102;120;83
FRAEX38873_v2_000227680;0;0;0;390;98;120
FRAEX38873_v2_000227690;98;73;121;847;597;663
FRAEX38873_v2_000227700;159;100;86;176;121;187
FRAEX38873_v2_000227710;0;6;6;309;374;832
FRAEX38873_v2_000227720;4329;6315;6192;4203;6001;4995
FRAEX38873_v2_000227730;1;0;0;0;0;3
FRAEX38873_v2_000227740;16;10;1;13;24;27
FRAEX38873_v2_000227750;237;300;323;377;388;375
FRAEX38873_v2_000227760;0;0;0;1;0;0
FRAEX38873_v2_000227940;362;589;747;1747;810;806
FRAEX38873_v2_000227950;19;7;0;7;11;15
FRAEX38873_v2_000227960;229;152;126;315;260;168
FRAEX38873_v2_000227970;14;0;0;218;50;5
FRAEX38873_v2_000227980;9573;4255;916;8106;7559;5357
FRAEX38873_v2_000227990;0;0;0;0;0;0
FRAEX38873_v2_000228000;1060;1127;854;1343;945;1271
FRAEX38873_v2_000228010;107;179;130;425;462;362
FRAEX38873_v2_000228020;1757;1480;751;383;208;241
FRAEX38873_v2_000228030;29;162;79;130;78;61
FRAEX38873_v2_000228040;282;228;228;247;201;266
FRAEX38873_v2_000228050;1;0;0;0;0;0
FRAEX38873_v2_000228060;0;0;0;129;0;23
FRAEX38873_v2_000228070;0;0;0;0;0;0
FRAEX38873_v2_000228080;0;0;0;0;0;0
FRAEX38873_v2_000228090;1137;2525;2054;638;1216;1395
FRAEX38873_v2_000228290;375;117;8;6;31;9
FRAEX38873_v2_000228300;208;198;196;201;210;160
FRAEX38873_v2_000228470;0;0;0;0;0;0
FRAEX38873_v2_000228480;0;0;0;0;0;0
FRAEX38873_v2_000228500;1174;1184;1095;742;941;853
FRAEX38873_v2_000228510;142;178;121;165;129;160
FRAEX38873_v2_000228520;1001;1118;1255;1046;914;984
FRAEX38873_v2_000228530;34;77;38;160;91;63
FRAEX38873_v2_000228540;22;44;166;263;232;121
FRAEX38873_v2_000228550;803;665;619;255;226;232
FRAEX38873_v2_000228560;442;260;271;603;446;489
FRAEX38873_v2_000228570;225;117;213;1424;1296;524
FRAEX38873_v2_000228580;7;1;0;9;0;0
FRAEX38873_v2_000228590;375;280;332;973;696;759
FRAEX38873_v2_000228600;2426;2130;1495;3276;2924;2526
FRAEX38873_v2_000228610;251;148;148;910;752;586
FRAEX38873_v2_000228620;110;101;387;1532;812;1481
FRAEX38873_v2_000228630;126;187;293;708;493;842
FRAEX38873_v2_000228640;1122;647;408;1064;1091;872
FRAEX38873_v2_000228960;48;86;70;195;29;76
FRAEX38873_v2_000228970;6924;6477;4781;3002;3687;2704
FRAEX38873_v2_000228980;467;421;322;559;795;876
FRAEX38873_v2_000228990;2117;1077;651;734;735;498
FRAEX38873_v2_000229000;133;72;48;9;5;16
FRAEX38873_v2_000229010;143;182;225;681;470;250
FRAEX38873_v2_000229200;1;0;0;6;13;10
FRAEX38873_v2_000229210;13;8;15;442;270;114
FRAEX38873_v2_000229220;553;380;255;1047;578;905
FRAEX38873_v2_000229230;376;509;631;1221;1198;1224
FRAEX38873_v2_000229240;151;143;47;277;189;88
FRAEX38873_v2_000229250;99;5;0;2599;898;1134
FRAEX38873_v2_000229260;274;349;144;91;178;87
FRAEX38873_v2_000229270;326;216;206;148;183;149
FRAEX38873_v2_000229280;85;52;75;72;90;69
FRAEX38873_v2_000229290;603;488;382;342;403;274
FRAEX38873_v2_000229300;7;2;1;0;5;0
FRAEX38873_v2_000229310;545;277;289;544;687;372
FRAEX38873_v2_000229320;2186;1900;2102;3028;2813;2853
FRAEX38873_v2_000229330;0;5;0;3;1;2
FRAEX38873_v2_000229340;1327;1331;1368;1159;1234;1428
FRAEX38873_v2_000229350;511;589;441;1050;983;725
FRAEX38873_v2_000229360;0;0;0;0;0;1
FRAEX38873_v2_000229370;0;0;0;0;0;0
FRAEX38873_v2_000229380;0;0;0;2;1;5
FRAEX38873_v2_000229390;0;0;0;0;0;4
FRAEX38873_v2_000229690;0;0;0;0;0;0
FRAEX38873_v2_000229700;0;0;0;0;0;0
FRAEX38873_v2_000229720;10;20;27;148;261;46
FRAEX38873_v2_000229730;128;291;178;317;997;799
FRAEX38873_v2_000229740;613;446;352;419;411;292
FRAEX38873_v2_000229750;3045;1440;1773;823;757;803
FRAEX38873_v2_000229760;112;117;170;328;38;224
FRAEX38873_v2_000230000;4786;6110;4380;3908;3376;3101
FRAEX38873_v2_000230010;165;545;38;415;103;77
FRAEX38873_v2_000230020;349;469;881;185;472;299
FRAEX38873_v2_000230030;125;176;172;169;198;152
FRAEX38873_v2_000230040;270;207;292;187;358;204
FRAEX38873_v2_000230050;59;33;203;1;24;27
FRAEX38873_v2_000230060;82;37;2;100;38;46
FRAEX38873_v2_000230380;389;400;431;232;317;257
FRAEX38873_v2_000230390;92;168;54;143;308;43
FRAEX38873_v2_000230400;365;261;224;181;300;237
FRAEX38873_v2_000230410;1;6;41;7;16;13
FRAEX38873_v2_000230420;2735;2076;1777;3313;4076;3082
FRAEX38873_v2_000230430;2781;3170;2763;1539;1671;1993
FRAEX38873_v2_000230440;150;85;116;355;450;303
FRAEX38873_v2_000230450;0;0;0;0;0;0
FRAEX38873_v2_000230460;0;0;0;307;957;68
FRAEX38873_v2_000230470;2176;1475;1157;1979;2690;2473
FRAEX38873_v2_000230480;147;48;59;403;290;194
FRAEX38873_v2_000230490;18;19;4;30;38;30
FRAEX38873_v2_000230500;0;0;0;0;0;0
FRAEX38873_v2_000230510;1790;1590;1453;2115;2210;2143
