Geneid;sorted.step1.CH4_B9_C_hisat2.bam;sorted.step1.CH32_B9_C_hisat2.bam;sorted.step1.CH88_B9_C_hisat2.bam;sorted.step1.CH1_B9_EAB_hisat2.bam;sorted.step1.CH29_B9_EAB_hisat2.bam;sorted.step1.CH85_B9_EAB_hisat2.bam
FRAEX38873_v2_000229050;7532;10236;6761;2188;2481;1968
FRAEX38873_v2_000229060;386;738;298;1360;1239;841
FRAEX38873_v2_000229070;49;67;92;215;160;181
FRAEX38873_v2_000229080;49;25;31;1;8;10
FRAEX38873_v2_000229100;0;0;0;0;0;0
FRAEX38873_v2_000229110;1455;1215;1189;1217;1331;1178
FRAEX38873_v2_000229120;0;0;0;5;0;0
FRAEX38873_v2_000229130;0;0;0;0;0;0
FRAEX38873_v2_000229140;0;0;0;0;0;0
FRAEX38873_v2_000229150;268;164;147;491;335;272
FRAEX38873_v2_000229160;848;733;796;433;635;564
FRAEX38873_v2_000229180;141;99;148;106;105;80
FRAEX38873_v2_000229190;87;142;162;70;6;73
FRAEX38873_v2_000229400;19;23;23;38;11;22
FRAEX38873_v2_000229410;13;19;35;0;0;0
FRAEX38873_v2_000229450;0;0;0;0;0;0
FRAEX38873_v2_000229460;2659;2379;2467;2421;2389;2147
FRAEX38873_v2_000229470;0;0;1;0;0;0
FRAEX38873_v2_000229480;0;0;0;0;0;0
FRAEX38873_v2_000229490;93;210;153;16;43;36
FRAEX38873_v2_000229500;226;251;182;158;170;96
FRAEX38873_v2_000229510;6;28;88;2;10;12
FRAEX38873_v2_000229520;169;221;221;295;301;266
FRAEX38873_v2_000229530;183;180;58;92;64;42
FRAEX38873_v2_000229540;14;1;4;4;4;2
FRAEX38873_v2_000229550;0;0;0;206;0;4
FRAEX38873_v2_000229560;1033;928;794;1013;1000;804
FRAEX38873_v2_000229580;56;37;31;99;95;63
FRAEX38873_v2_000229590;245;189;167;484;408;253
FRAEX38873_v2_000229600;1742;1200;1070;1014;885;1327
FRAEX38873_v2_000229610;0;0;4;2;4;3
FRAEX38873_v2_000229620;96;397;326;63;25;18
FRAEX38873_v2_000229630;0;0;0;0;0;0
FRAEX38873_v2_000229640;1204;1731;2331;997;1196;1579
FRAEX38873_v2_000229650;0;0;0;0;0;0
FRAEX38873_v2_000229670;69;44;49;1425;895;498
FRAEX38873_v2_000229770;840;555;579;566;739;558
FRAEX38873_v2_000229780;4894;1350;467;10250;11574;7688
FRAEX38873_v2_000229790;2133;1547;1860;3552;2962;2622
FRAEX38873_v2_000229800;0;0;0;32;0;2
FRAEX38873_v2_000229810;298;313;325;306;294;345
FRAEX38873_v2_000229820;2025;1712;1635;1822;1759;2218
FRAEX38873_v2_000229830;1699;1729;1016;1076;1269;1737
FRAEX38873_v2_000229840;1335;895;803;905;979;755
FRAEX38873_v2_000229850;49;56;33;25;75;47
FRAEX38873_v2_000229860;1885;3586;6137;9450;6992;7255
FRAEX38873_v2_000229880;1054;206;14;53;19;3
FRAEX38873_v2_000229890;0;0;0;29;1;8
FRAEX38873_v2_000229900;89;48;4;219;103;74
FRAEX38873_v2_000229910;221;46;10;255;96;27
FRAEX38873_v2_000229920;1878;1394;1626;2099;2115;1749
FRAEX38873_v2_000229940;30;21;16;41;34;26
FRAEX38873_v2_000229950;0;0;0;0;0;0
FRAEX38873_v2_000229960;2005;1228;922;2118;2315;1042
FRAEX38873_v2_000229980;0;0;0;0;0;0
FRAEX38873_v2_000229990;120;135;44;214;133;37
FRAEX38873_v2_000230070;821;519;543;742;1090;640
FRAEX38873_v2_000230080;955;1084;1172;1175;1165;1193
FRAEX38873_v2_000230090;694;783;642;963;1141;1296
FRAEX38873_v2_000230100;322;266;302;228;251;200
FRAEX38873_v2_000230110;0;0;0;0;0;0
FRAEX38873_v2_000230130;0;0;0;0;0;0
FRAEX38873_v2_000230150;0;0;0;0;0;0
FRAEX38873_v2_000230160;1025;947;497;20;16;35
FRAEX38873_v2_000230170;458;453;243;5;11;20
FRAEX38873_v2_000230180;329;309;337;356;403;418
FRAEX38873_v2_000230190;26;13;15;29;61;57
FRAEX38873_v2_000230200;0;0;0;0;0;0
FRAEX38873_v2_000230210;172;43;26;65;120;63
FRAEX38873_v2_000230250;6202;3245;812;3064;1595;3367
FRAEX38873_v2_000230260;406;261;346;5980;2636;3082
FRAEX38873_v2_000230280;90;86;103;131;219;49
FRAEX38873_v2_000230290;0;0;0;0;0;0
FRAEX38873_v2_000230300;0;1;0;0;1;0
FRAEX38873_v2_000230310;85;126;184;46;60;70
FRAEX38873_v2_000230320;826;837;957;1541;988;1225
FRAEX38873_v2_000230330;2974;1350;1104;947;967;686
FRAEX38873_v2_000230340;1263;1348;1094;818;844;776
FRAEX38873_v2_000230350;361;339;328;310;377;252
FRAEX38873_v2_000230790;93;101;130;62;66;78
FRAEX38873_v2_000230800;0;0;0;0;0;0
FRAEX38873_v2_000230820;234;174;193;73;134;115
FRAEX38873_v2_000230830;629;648;610;288;502;426
FRAEX38873_v2_000230840;680;478;385;868;555;603
FRAEX38873_v2_000230850;0;0;0;2;1;2
FRAEX38873_v2_000230860;12;1;9;40;0;4
FRAEX38873_v2_000230870;8;2;28;87;6;8
FRAEX38873_v2_000230880;1523;1457;1585;1531;1505;1566
FRAEX38873_v2_000230890;423;270;323;625;420;416
FRAEX38873_v2_000230900;3875;3659;3468;2817;2506;2637
FRAEX38873_v2_000230910;2412;2936;2327;1620;1906;2092
FRAEX38873_v2_000230920;442;518;536;565;547;493
FRAEX38873_v2_000230930;0;0;0;0;6;2
FRAEX38873_v2_000230940;111;131;120;120;197;93
FRAEX38873_v2_000230950;202;214;91;219;232;283
FRAEX38873_v2_000230960;298;646;221;2264;1751;1641
FRAEX38873_v2_000230970;102;59;21;14;36;36
FRAEX38873_v2_000230990;341;365;251;634;553;421
FRAEX38873_v2_000231000;0;0;0;0;3;2
FRAEX38873_v2_000231010;546;137;30;4266;1533;3383
FRAEX38873_v2_000231030;2;2;0;10;6;15
FRAEX38873_v2_000231050;264;198;167;353;500;398
FRAEX38873_v2_000231060;825;915;1051;1114;1353;1228
FRAEX38873_v2_000231070;95;38;63;45;111;83
FRAEX38873_v2_000231090;0;0;0;0;0;0
FRAEX38873_v2_000231500;27;31;40;311;62;91
FRAEX38873_v2_000231510;204;286;151;758;2092;577
FRAEX38873_v2_000231520;1218;1721;2052;8606;2760;2669
FRAEX38873_v2_000231530;0;0;1;12;6;3
FRAEX38873_v2_000231540;0;0;0;0;0;0
FRAEX38873_v2_000231560;9;3;3;6;7;4
FRAEX38873_v2_000231570;17;10;13;435;66;233
FRAEX38873_v2_000231580;213;226;273;152;222;157
FRAEX38873_v2_000231590;5;20;0;3;0;0
FRAEX38873_v2_000231610;0;0;2;3;0;0
FRAEX38873_v2_000231620;0;0;0;0;0;0
FRAEX38873_v2_000231640;10;28;4;64;176;160
FRAEX38873_v2_000231650;162;89;101;112;145;99
FRAEX38873_v2_000231660;236;201;191;112;191;247
FRAEX38873_v2_000231670;38;28;79;191;438;65
FRAEX38873_v2_000231690;1579;1778;1880;1357;1522;1213
FRAEX38873_v2_000231700;0;0;0;0;0;0
FRAEX38873_v2_000231710;735;666;670;747;996;661
FRAEX38873_v2_000231720;111;65;68;90;67;96
FRAEX38873_v2_000231730;88;281;278;174;29;128
FRAEX38873_v2_000231740;4;0;0;7;7;19
FRAEX38873_v2_000231750;4551;9141;7186;2073;2565;2354
FRAEX38873_v2_000231760;0;0;0;0;0;0
FRAEX38873_v2_000231770;353;722;330;232;139;141
FRAEX38873_v2_000231780;195;145;109;155;149;81
FRAEX38873_v2_000231820;3763;4936;2236;4120;3395;4823
FRAEX38873_v2_000231830;64;123;140;41;33;31
FRAEX38873_v2_000231840;548;576;618;2221;1680;2008
FRAEX38873_v2_000231850;0;0;0;20;0;0
FRAEX38873_v2_000231860;712;642;602;759;510;590
FRAEX38873_v2_000231870;0;4;11;13;0;10
FRAEX38873_v2_000231880;0;0;0;0;0;1
FRAEX38873_v2_000231890;163;207;89;157;176;82
FRAEX38873_v2_000231900;378;557;437;606;567;523
FRAEX38873_v2_000231910;575;313;402;315;390;363
FRAEX38873_v2_000231920;15995;35846;31759;19671;34676;23805
FRAEX38873_v2_000231940;0;0;0;0;0;1
FRAEX38873_v2_000231950;575;4195;9593;87;79;66
FRAEX38873_v2_000231960;3274;2337;3798;1331;1779;1313
FRAEX38873_v2_000231980;178;245;421;439;364;436
FRAEX38873_v2_000231990;3;0;0;0;2;0
FRAEX38873_v2_000232000;0;0;0;0;0;0
FRAEX38873_v2_000232010;0;0;0;0;0;0
FRAEX38873_v2_000232030;9;10;2;49;46;14
FRAEX38873_v2_000232040;137;161;189;267;264;283
FRAEX38873_v2_000232080;2691;2478;1963;1748;1727;1855
FRAEX38873_v2_000232090;840;742;844;783;914;875
FRAEX38873_v2_000232100;147;230;337;105;94;48
FRAEX38873_v2_000232110;0;0;0;0;0;0
FRAEX38873_v2_000232120;0;0;0;85;22;18
FRAEX38873_v2_000232130;514;404;368;1060;946;876
FRAEX38873_v2_000232140;0;0;0;0;0;0
FRAEX38873_v2_000232320;62;9;3;5;6;0
FRAEX38873_v2_000232330;4529;6607;8209;4465;5954;7586
FRAEX38873_v2_000232340;0;0;6;1;3;2
FRAEX38873_v2_000232350;0;4;6;75;8;76
FRAEX38873_v2_000232370;7;0;0;2;1;2
FRAEX38873_v2_000232380;42;50;29;252;237;83
FRAEX38873_v2_000232390;215;192;179;136;126;190
FRAEX38873_v2_000232420;0;0;0;0;0;0
FRAEX38873_v2_000232430;0;0;0;0;0;0
FRAEX38873_v2_000232440;0;3;1;122;12;3
FRAEX38873_v2_000232470;316;241;249;719;635;677
FRAEX38873_v2_000232580;171;20;25;22;65;25
FRAEX38873_v2_000232590;0;0;0;1;0;0
FRAEX38873_v2_000232600;0;0;0;0;0;1
FRAEX38873_v2_000232610;1052;1067;950;889;884;1325
FRAEX38873_v2_000232620;1717;3200;5946;5437;6161;8592
FRAEX38873_v2_000232650;0;0;0;8;916;1119
FRAEX38873_v2_000232660;2;20;20;13;5;19
FRAEX38873_v2_000232670;155;338;267;191;191;179
FRAEX38873_v2_000232680;2748;2052;1770;1245;1480;1464
FRAEX38873_v2_000232690;65;8;18;20;29;38
FRAEX38873_v2_000232730;706;975;1296;711;1024;690
FRAEX38873_v2_000232740;841;1462;1321;564;715;841
FRAEX38873_v2_000232750;209;217;256;149;253;179
FRAEX38873_v2_000232760;371;375;234;573;456;408
FRAEX38873_v2_000232770;524;435;342;162;185;181
FRAEX38873_v2_000232780;0;0;0;0;0;0
FRAEX38873_v2_000232800;0;0;0;0;0;0
FRAEX38873_v2_000232810;186;225;139;161;187;210
FRAEX38873_v2_000232910;0;0;1;0;0;1
FRAEX38873_v2_000232920;1576;1597;2391;1850;2098;1692
FRAEX38873_v2_000232930;3;5;3;13;24;12
FRAEX38873_v2_000232940;2582;2195;2300;2528;2720;2411
FRAEX38873_v2_000232950;281;303;440;471;525;416
FRAEX38873_v2_000232960;35;54;140;79;76;48
FRAEX38873_v2_000232970;42;45;17;392;149;148
FRAEX38873_v2_000232980;0;1;0;0;0;1
FRAEX38873_v2_000232990;6332;6216;7534;9567;8305;9656
FRAEX38873_v2_000233000;1355;1632;1265;622;841;599
FRAEX38873_v2_000233030;0;0;0;0;0;0
FRAEX38873_v2_000233040;583;191;217;84;140;127
FRAEX38873_v2_000233060;183;106;85;49;75;45
FRAEX38873_v2_000233070;191;172;158;51;57;93
FRAEX38873_v2_000233080;0;0;0;0;0;0
FRAEX38873_v2_000233090;1361;2236;2066;4419;2239;2073
FRAEX38873_v2_000233100;237;153;149;381;350;199
FRAEX38873_v2_000233110;89;69;27;45;31;62
FRAEX38873_v2_000233120;2864;706;153;2586;1004;312
FRAEX38873_v2_000233130;0;0;0;0;0;0
FRAEX38873_v2_000233170;3;24;17;0;0;1
FRAEX38873_v2_000233190;255;268;262;650;421;616
FRAEX38873_v2_000233200;9176;6982;7876;10059;9380;11747
FRAEX38873_v2_000233210;239;107;55;85;106;87
FRAEX38873_v2_000233220;18;18;15;233;132;97
FRAEX38873_v2_000233240;46;191;56;103;40;55
FRAEX38873_v2_000233250;766;808;604;643;985;425
FRAEX38873_v2_000233260;1712;2294;2118;4697;4391;4910
FRAEX38873_v2_000233270;96;42;38;57;48;64
FRAEX38873_v2_000233280;5;9;0;714;95;13
FRAEX38873_v2_000233290;263;191;174;221;203;172
FRAEX38873_v2_000233300;2;0;0;7;2;0
FRAEX38873_v2_000233330;18;32;37;1704;389;439
FRAEX38873_v2_000233350;4;0;10;92;67;48
FRAEX38873_v2_000233390;29;47;50;45;63;54
FRAEX38873_v2_000233400;1486;1309;994;793;834;830
FRAEX38873_v2_000233410;153;190;187;96;169;128
FRAEX38873_v2_000233420;523;468;608;1456;1358;1467
FRAEX38873_v2_000233430;580;463;658;145;322;237
FRAEX38873_v2_000233440;167;183;212;24;43;60
FRAEX38873_v2_000233470;0;0;0;0;0;0
FRAEX38873_v2_000233480;20;10;20;15;11;18
FRAEX38873_v2_000233500;148;170;189;193;188;180
FRAEX38873_v2_000233520;6;2;30;4;7;27
FRAEX38873_v2_000233530;67;58;37;86;49;23
FRAEX38873_v2_000233540;252;1411;5902;3231;1006;3219
FRAEX38873_v2_000233550;151;181;209;331;177;312
FRAEX38873_v2_000233560;2875;3083;2533;2443;3206;2673
FRAEX38873_v2_000233580;0;0;0;0;0;0
FRAEX38873_v2_000233610;5;0;0;0;0;0
FRAEX38873_v2_000233640;48;50;34;88;66;34
FRAEX38873_v2_000233660;1101;904;977;945;1043;991
FRAEX38873_v2_000233670;3;0;1;13;5;1
FRAEX38873_v2_000233680;829;788;720;771;941;775
FRAEX38873_v2_000233690;781;556;669;652;825;648
FRAEX38873_v2_000233770;1945;5899;5075;1186;3153;784
FRAEX38873_v2_000233780;1303;1363;980;1500;1040;1189
FRAEX38873_v2_000233790;2307;1366;1106;8158;8622;5486
FRAEX38873_v2_000233800;2154;2290;2615;1190;1255;1402
FRAEX38873_v2_000233810;587;698;788;1116;1007;886
FRAEX38873_v2_000233820;847;711;316;470;791;595
FRAEX38873_v2_000233830;826;582;411;656;419;720
FRAEX38873_v2_000233860;2025;1817;736;1506;1181;1269
FRAEX38873_v2_000234060;22;16;16;12;2;10
FRAEX38873_v2_000234080;357;418;369;600;610;534
FRAEX38873_v2_000234110;669;821;789;1412;982;1421
FRAEX38873_v2_000234120;0;0;3;9;5;0
FRAEX38873_v2_000234170;5;31;63;126;17;32
FRAEX38873_v2_000234180;231;355;313;335;211;191
FRAEX38873_v2_000234190;85;968;1023;288;64;251
FRAEX38873_v2_000234200;0;0;0;0;0;0
FRAEX38873_v2_000234210;24;11;21;69;12;5
FRAEX38873_v2_000234240;57;137;235;91;174;136
FRAEX38873_v2_000234420;86;27;75;115;215;165
FRAEX38873_v2_000234470;0;0;0;0;0;0
FRAEX38873_v2_000234480;0;8;90;8;14;6
FRAEX38873_v2_000234490;0;15;1;105;0;4
FRAEX38873_v2_000234500;288;266;251;240;368;117
FRAEX38873_v2_000234510;205;305;218;414;443;181
FRAEX38873_v2_000234520;908;1048;713;1717;1717;1200
FRAEX38873_v2_000234530;12;0;3;0;5;5
FRAEX38873_v2_000234540;0;0;0;0;0;0
FRAEX38873_v2_000234550;1429;2481;2446;2428;3344;2584
FRAEX38873_v2_000234560;2094;3034;2660;4128;3968;2953
FRAEX38873_v2_000234570;159;194;279;19;94;71
FRAEX38873_v2_000234580;0;0;0;0;0;0
FRAEX38873_v2_000234590;60;45;66;144;156;167
FRAEX38873_v2_000234600;0;0;0;0;0;0
FRAEX38873_v2_000234610;448;490;583;534;660;521
FRAEX38873_v2_000234820;0;0;0;0;0;0
FRAEX38873_v2_000234840;0;0;0;3;0;0
FRAEX38873_v2_000234850;19;2;10;173;151;174
FRAEX38873_v2_000234860;588;536;492;210;269;248
FRAEX38873_v2_000234880;238;219;162;144;151;102
FRAEX38873_v2_000234890;1282;1056;1134;968;1115;992
FRAEX38873_v2_000234900;0;0;0;0;0;0
FRAEX38873_v2_000234920;386;289;213;354;312;511
FRAEX38873_v2_000234930;9;22;11;16;10;7
FRAEX38873_v2_000234940;1257;1165;1127;375;521;451
FRAEX38873_v2_000234950;356;500;454;486;561;623
FRAEX38873_v2_000234960;4290;5367;5985;2680;4098;2530
FRAEX38873_v2_000234970;1560;669;521;486;1145;338
FRAEX38873_v2_000234980;1904;1576;1965;5143;3755;4045
FRAEX38873_v2_000235000;524;474;366;369;322;392
FRAEX38873_v2_000235010;25;31;54;0;4;5
FRAEX38873_v2_000235020;1842;1464;1265;234;595;271
FRAEX38873_v2_000235030;38;52;44;23;18;18
FRAEX38873_v2_000235040;0;0;0;0;0;0
FRAEX38873_v2_000235050;0;0;0;0;1;1
FRAEX38873_v2_000235060;18;23;18;17;32;24
FRAEX38873_v2_000235070;1196;1441;2324;1046;1227;1071
FRAEX38873_v2_000235080;9;12;3;10;17;0
FRAEX38873_v2_000235090;0;0;0;0;0;0
FRAEX38873_v2_000235100;1224;1153;871;1362;1092;1298
FRAEX38873_v2_000235110;278;222;175;661;490;316
FRAEX38873_v2_000235120;644;3070;5681;237;476;219
FRAEX38873_v2_000235130;69;122;367;140;160;100
FRAEX38873_v2_000235140;15;54;710;19;36;27
FRAEX38873_v2_000235150;23;9;5;28;21;28
FRAEX38873_v2_000235310;0;3;99;0;0;0
FRAEX38873_v2_000235320;12;12;14;774;3029;315
FRAEX38873_v2_000235410;505;559;470;748;832;585
FRAEX38873_v2_000235420;0;0;0;2;0;1
FRAEX38873_v2_000235430;127;131;62;28;40;34
FRAEX38873_v2_000235440;0;0;0;0;0;0
FRAEX38873_v2_000235450;108;115;67;103;114;73
FRAEX38873_v2_000235460;0;1;7;68;70;47
FRAEX38873_v2_000235470;0;0;0;0;0;0
FRAEX38873_v2_000235480;5016;4209;2663;7449;5059;7581
FRAEX38873_v2_000235500;0;2;0;0;0;0
FRAEX38873_v2_000235510;238;189;52;34;76;11
FRAEX38873_v2_000235520;181;156;167;265;233;218
FRAEX38873_v2_000235530;31;17;29;19;61;29
FRAEX38873_v2_000235540;79;153;18;69;128;19
FRAEX38873_v2_000235550;879;1057;1072;1415;2184;1578
FRAEX38873_v2_000235560;1558;1921;2668;1178;1841;1267
FRAEX38873_v2_000235570;651;732;752;588;644;555
FRAEX38873_v2_000235580;0;0;3;1;2;1
FRAEX38873_v2_000235600;130;99;115;183;161;114
FRAEX38873_v2_000235610;1;0;0;2;4;0
FRAEX38873_v2_000235780;840;843;905;1392;1738;1501
FRAEX38873_v2_000235790;68;56;59;48;68;58
FRAEX38873_v2_000235810;0;0;0;0;0;0
FRAEX38873_v2_000235820;162;561;4550;527;522;1024
FRAEX38873_v2_000235830;1825;1859;2235;1928;1781;1302
FRAEX38873_v2_000235840;1323;1665;1840;892;1180;1331
FRAEX38873_v2_000235850;5;12;18;10;18;18
FRAEX38873_v2_000235860;229;291;331;209;445;319
FRAEX38873_v2_000235870;19;35;43;94;21;53
FRAEX38873_v2_000235880;373;361;398;310;377;389
FRAEX38873_v2_000235890;430;492;594;121;144;126
FRAEX38873_v2_000235900;546;483;543;560;523;421
FRAEX38873_v2_000235910;154;202;84;714;328;105
FRAEX38873_v2_000235920;910;1162;1186;1930;1787;1545
FRAEX38873_v2_000235930;0;0;0;43;1;18
FRAEX38873_v2_000235940;2436;3460;2894;2472;3687;2010
FRAEX38873_v2_000236000;4;0;40;24;11;4
FRAEX38873_v2_000236010;78;82;37;102;98;172
FRAEX38873_v2_000236020;0;0;0;0;0;0
FRAEX38873_v2_000236030;1547;1334;1426;2539;2149;1915
FRAEX38873_v2_000236050;609;430;438;287;497;341
FRAEX38873_v2_000236210;4;5;7;0;0;3
FRAEX38873_v2_000236230;0;0;4;27;33;168
FRAEX38873_v2_000236240;0;1;21;93;36;83
FRAEX38873_v2_000236250;691;628;745;1856;1511;1311
FRAEX38873_v2_000236260;96;44;26;134;689;78
FRAEX38873_v2_000236270;1689;1443;1174;1405;1392;1938
FRAEX38873_v2_000236280;2794;2662;2378;4564;2607;3625
FRAEX38873_v2_000236290;252;236;153;418;242;303
FRAEX38873_v2_000236300;1315;1724;2427;1093;1625;1140
FRAEX38873_v2_000236310;14;14;26;14;24;11
FRAEX38873_v2_000236320;1163;1070;892;1435;934;1306
FRAEX38873_v2_000236330;6;14;42;27;27;12
FRAEX38873_v2_000236350;40;117;115;187;104;143
FRAEX38873_v2_000236610;434;1227;1176;533;581;882
FRAEX38873_v2_000236620;0;15;0;71;17;6
FRAEX38873_v2_000236640;4199;3312;3041;2222;2002;2237
FRAEX38873_v2_000236650;177;93;70;260;194;182
FRAEX38873_v2_000236660;106;141;131;323;256;161
FRAEX38873_v2_000236670;304;269;325;312;428;465
FRAEX38873_v2_000236680;180;175;177;133;194;161
FRAEX38873_v2_000236750;384;1008;849;863;975;523
FRAEX38873_v2_000236770;1029;792;894;1554;1329;1066
FRAEX38873_v2_000236780;37;162;33;151;1117;419
FRAEX38873_v2_000236790;54;39;12;49;20;47
FRAEX38873_v2_000236840;271;140;97;258;375;285
FRAEX38873_v2_000236850;243;589;1237;475;704;520
FRAEX38873_v2_000236870;89;141;137;91;76;123
FRAEX38873_v2_000236880;172;200;275;343;255;233
FRAEX38873_v2_000236890;348;328;322;446;362;439
FRAEX38873_v2_000236900;394;441;1203;122;443;453
FRAEX38873_v2_000236910;3219;3952;4545;7740;8135;6100
FRAEX38873_v2_000236920;7863;10472;9653;10420;15863;7073
FRAEX38873_v2_000236930;0;0;0;1;0;0
FRAEX38873_v2_000236940;0;0;0;0;0;0
FRAEX38873_v2_000236950;183;199;195;158;208;192
FRAEX38873_v2_000237060;228;145;91;35;32;35
FRAEX38873_v2_000237080;0;0;0;0;0;0
FRAEX38873_v2_000237090;254;985;1204;2;196;246
FRAEX38873_v2_000237120;24;49;15;136;128;41
FRAEX38873_v2_000237130;417;291;375;147;268;233
FRAEX38873_v2_000237140;417;391;322;394;408;353
FRAEX38873_v2_000237150;0;3;0;97;15;4
FRAEX38873_v2_000237160;355;325;362;632;549;457
FRAEX38873_v2_000237170;10833;13600;17249;39465;34739;25888
FRAEX38873_v2_000237200;0;0;0;0;0;2
FRAEX38873_v2_000237210;7774;8635;12800;4482;15163;16629
FRAEX38873_v2_000237220;1060;1490;1471;390;1712;1107
FRAEX38873_v2_000237230;154;208;687;105;66;86
FRAEX38873_v2_000237240;874;913;1106;1008;883;883
FRAEX38873_v2_000237260;807;681;766;576;551;586
FRAEX38873_v2_000237350;1148;942;1282;995;668;1334
FRAEX38873_v2_000237360;0;0;0;2;0;3
FRAEX38873_v2_000237370;552;459;488;717;674;467
FRAEX38873_v2_000237390;1694;1461;958;1859;1745;1578
FRAEX38873_v2_000237400;6;0;8;1;15;6
FRAEX38873_v2_000237410;4918;3239;3701;2225;3121;2552
FRAEX38873_v2_000237420;1254;543;227;266;347;299
FRAEX38873_v2_000237430;469;504;387;487;441;380
FRAEX38873_v2_000237440;226;205;176;131;185;135
FRAEX38873_v2_000237450;153;123;85;260;229;143
FRAEX38873_v2_000237460;102;99;99;73;62;89
FRAEX38873_v2_000237510;8;2;3;0;1;0
FRAEX38873_v2_000237520;1553;1662;1752;1593;1812;1475
FRAEX38873_v2_000237530;0;0;3;1;0;2
FRAEX38873_v2_000237540;163;113;91;79;113;30
FRAEX38873_v2_000237550;12;9;8;15;18;13
FRAEX38873_v2_000237570;67;40;17;50;51;33
FRAEX38873_v2_000237580;77;39;62;50;110;49
FRAEX38873_v2_000237590;7;10;3;5;8;0
FRAEX38873_v2_000237600;700;1153;735;874;752;739
FRAEX38873_v2_000237610;17;24;28;27;40;15
FRAEX38873_v2_000237620;2267;1758;1779;2120;2004;1846
FRAEX38873_v2_000237630;317;340;354;662;828;456
FRAEX38873_v2_000237650;0;0;1;0;0;0
FRAEX38873_v2_000237660;0;0;0;21;13;3
FRAEX38873_v2_000237790;52;85;68;100;143;39
FRAEX38873_v2_000237800;28;30;16;7;16;3
FRAEX38873_v2_000237820;3440;3076;2500;3136;2400;3741
FRAEX38873_v2_000237830;72;119;43;54;55;36
FRAEX38873_v2_000237840;0;0;0;0;0;0
FRAEX38873_v2_000237850;14;41;16;32;65;20
FRAEX38873_v2_000237860;29;45;145;210;263;196
FRAEX38873_v2_000237870;0;6;0;0;0;0
FRAEX38873_v2_000237880;0;0;0;0;1;0
FRAEX38873_v2_000237890;257;243;185;180;206;137
FRAEX38873_v2_000237910;801;874;784;960;886;945
FRAEX38873_v2_000237920;1024;1077;1221;1172;1546;1105
FRAEX38873_v2_000237930;0;0;0;2;8;5
FRAEX38873_v2_000237940;774;1015;1015;713;1004;911
FRAEX38873_v2_000237950;3;3;1;0;0;0
FRAEX38873_v2_000237960;294;277;363;700;697;633
FRAEX38873_v2_000237970;265;182;204;241;175;199
FRAEX38873_v2_000237980;10946;12954;11987;5376;7727;6976
FRAEX38873_v2_000237990;2072;1506;1504;2689;2189;2295
FRAEX38873_v2_000238000;18;35;33;26;15;24
FRAEX38873_v2_000238010;1867;2372;636;9;8;8
FRAEX38873_v2_000238020;762;803;906;611;644;598
FRAEX38873_v2_000238030;19925;30719;31748;39979;38940;32815
FRAEX38873_v2_000238040;292;239;300;321;425;333
FRAEX38873_v2_000238050;39;34;42;19;9;37
FRAEX38873_v2_000238060;276;270;140;78;57;94
FRAEX38873_v2_000238070;235;326;630;263;401;310
FRAEX38873_v2_000238080;30;50;64;53;89;42
FRAEX38873_v2_000238090;35;28;4;34;83;45
FRAEX38873_v2_000238100;30;79;24;13;6;13
FRAEX38873_v2_000238110;0;1;2;0;8;0
FRAEX38873_v2_000238120;42;331;171;274;17;216
FRAEX38873_v2_000238130;0;0;0;906;208;516
FRAEX38873_v2_000238140;1;12;2;821;384;356
FRAEX38873_v2_000238150;7;3;222;2691;425;5399
FRAEX38873_v2_000238230;0;0;0;0;0;0
FRAEX38873_v2_000238240;801;2026;711;4051;1641;1290
FRAEX38873_v2_000238250;0;0;0;2;2;0
FRAEX38873_v2_000238260;1364;1153;657;1215;1220;944
FRAEX38873_v2_000238270;383;376;367;283;356;273
FRAEX38873_v2_000238280;215;199;142;189;194;229
FRAEX38873_v2_000238310;2060;2963;1708;1078;1560;950
FRAEX38873_v2_000238320;473;514;671;685;822;589
FRAEX38873_v2_000238330;522;628;383;1193;832;1124
FRAEX38873_v2_000238340;448;475;427;702;475;728
FRAEX38873_v2_000238350;1086;1048;686;913;817;950
FRAEX38873_v2_000238360;547;566;516;557;623;563
FRAEX38873_v2_000238370;865;785;634;436;501;625
FRAEX38873_v2_000238390;23;53;75;35;79;60
FRAEX38873_v2_000238400;33;24;70;282;381;62
FRAEX38873_v2_000238410;0;0;0;0;0;0
FRAEX38873_v2_000238420;28;66;52;494;845;223
FRAEX38873_v2_000238430;25;26;378;2467;2489;5178
FRAEX38873_v2_000238440;10;17;36;20;22;45
FRAEX38873_v2_000238610;0;0;0;1;0;3
FRAEX38873_v2_000238620;0;0;0;0;0;0
FRAEX38873_v2_000238630;0;39;5;18;4;16
FRAEX38873_v2_000238640;565;448;644;937;1533;698
FRAEX38873_v2_000238650;450;421;388;655;681;566
FRAEX38873_v2_000238660;4175;3365;3143;2501;2155;1987
FRAEX38873_v2_000238670;922;815;475;1136;945;891
FRAEX38873_v2_000238680;99;86;54;157;109;176
FRAEX38873_v2_000238690;3;0;16;23;124;29
FRAEX38873_v2_000238700;318;105;96;98;29;44
FRAEX38873_v2_000238710;645;605;415;311;406;288
FRAEX38873_v2_000238750;67;72;61;42;18;27
FRAEX38873_v2_000238760;593;377;443;922;906;958
FRAEX38873_v2_000238770;896;804;808;1224;1272;1146
FRAEX38873_v2_000238780;0;0;0;0;0;0
